project_id	person_id	role	source_name	resolution_method	resolution_status
2316-RA	person:eqmember:18646	PRINCIPAL_INVESTIGATOR	Edward JD Webb	CANONICAL_PROJECT_SOURCE	ACCEPTED
2317-RA	person:leader:c2ff91e5ac8a	PRINCIPAL_INVESTIGATOR	Kelly de Ligt	CANONICAL_PROJECT_SOURCE	ACCEPTED
232-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2320-TR	person:leader:46d6ae1ea3cd	PRINCIPAL_INVESTIGATOR	Nicholas Smeele	CANONICAL_PROJECT_SOURCE	ACCEPTED
2323-RA	person:leader:606823d7ed51	PRINCIPAL_INVESTIGATOR	Stevanus Pangestu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2326-RA	person:leader:adaf068280a4	PRINCIPAL_INVESTIGATOR	Jarinne Woudstra-de Jong	CANONICAL_PROJECT_SOURCE	ACCEPTED
2329-RA	person:eqmember:19028	PRINCIPAL_INVESTIGATOR	Ling Jie Cheng	CANONICAL_PROJECT_SOURCE	ACCEPTED
233-RA	person:eqmember:18002	PRINCIPAL_INVESTIGATOR	Tianxin Pan	CANONICAL_PROJECT_SOURCE	ACCEPTED
2335-RA	person:eqmember:21551	PRINCIPAL_INVESTIGATOR	Alice Yu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2337-RA	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin M. Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2338-RA	person:leader:5cc7e060e9e2	PRINCIPAL_INVESTIGATOR	Lina Maria Serna Higuita	CANONICAL_PROJECT_SOURCE	ACCEPTED
2339-BT	person:leader:8d300fb068fd	PRINCIPAL_INVESTIGATOR	Martine Hoogendoorn-Lips	CANONICAL_PROJECT_SOURCE	ACCEPTED
234-VS	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
2340-RA	person:eqmember:17835	PRINCIPAL_INVESTIGATOR	Eleanor Pullenayegum	CANONICAL_PROJECT_SOURCE	ACCEPTED
2341-RA	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid, Ph.D.	CANONICAL_PROJECT_SOURCE	ACCEPTED
2343-RA	person:leader:083cccd0472d	PRINCIPAL_INVESTIGATOR	Wojciech Trzebiński	CANONICAL_PROJECT_SOURCE	ACCEPTED
2347-RA	person:eqmember:18002	PRINCIPAL_INVESTIGATOR	Tianxin Pan	CANONICAL_PROJECT_SOURCE	ACCEPTED
2348-BT	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2349-BT	person:leader:b6c238df2db2	PRINCIPAL_INVESTIGATOR	Aaron Winn	CANONICAL_PROJECT_SOURCE	ACCEPTED
235-RA	person:leader:206cc1095a3f	PRINCIPAL_INVESTIGATOR	Irina Kinchin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2351-BT	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Richard Xu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2357-BT	person:leader:7c20f6644adc	PRINCIPAL_INVESTIGATOR	Terheyden, Jan Henrik	CANONICAL_PROJECT_SOURCE	ACCEPTED
2359-PHD	person:eqmember:17928	PRINCIPAL_INVESTIGATOR	Matthijs Versteegh	CANONICAL_PROJECT_SOURCE	ACCEPTED
236-RA	person:leader:78f0dc6cb8d8	PRINCIPAL_INVESTIGATOR	Arthur Attema	CANONICAL_PROJECT_SOURCE	ACCEPTED
2362-BT	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2363-BT	person:leader:f05e8daa6389	PRINCIPAL_INVESTIGATOR	Lan Gao	CANONICAL_PROJECT_SOURCE	ACCEPTED
2366-EO	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
2368-RA	person:leader:d1d5bf1eb595	PRINCIPAL_INVESTIGATOR	Sander van Kuijk	CANONICAL_PROJECT_SOURCE	ACCEPTED
237-RA	person:leader:78f0dc6cb8d8	PRINCIPAL_INVESTIGATOR	Arthur Attema	CANONICAL_PROJECT_SOURCE	ACCEPTED
2373-RA	person:eqmember:18018	PRINCIPAL_INVESTIGATOR	You-Shan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2375-RA	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Richard Xu	CANONICAL_PROJECT_SOURCE	ACCEPTED
238-RA	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
239-RA	person:leader:a7d2d90e410a	PRINCIPAL_INVESTIGATOR	Andrew Lenny	CANONICAL_PROJECT_SOURCE	ACCEPTED
240-RA	person:eqmember:19005	PRINCIPAL_INVESTIGATOR	Bas Janssen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2400-RA	person:leader:2cb6b74c1c35	PRINCIPAL_INVESTIGATOR	Eszter Szlávicz	CANONICAL_PROJECT_SOURCE	ACCEPTED
2402-BT	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid	CANONICAL_PROJECT_SOURCE	ACCEPTED
2403-BT	person:leader:fd46e61b3734	PRINCIPAL_INVESTIGATOR	Benedicte Lescrauwaet	CANONICAL_PROJECT_SOURCE	ACCEPTED
2404-RA	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2407-BT	person:eqmember:17913	PRINCIPAL_INVESTIGATOR	Ling-Hsiang Chuang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2408-RA	person:leader:bfbf7cf35751	PRINCIPAL_INVESTIGATOR	Elske van den Akker-van Marle	CANONICAL_PROJECT_SOURCE	ACCEPTED
2409-RA	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Richard Xu	CANONICAL_PROJECT_SOURCE	ACCEPTED
241-RA	person:eqmember:17913	PRINCIPAL_INVESTIGATOR	Ling-Hsiang Chuang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2410-RA	person:leader:82320ccd878a	PRINCIPAL_INVESTIGATOR	Gisela Cristiane Miyamoto	CANONICAL_PROJECT_SOURCE	ACCEPTED
2412-BT	person:leader:320b99af03c2	PRINCIPAL_INVESTIGATOR	María Belizán	CANONICAL_PROJECT_SOURCE	ACCEPTED
2413-RA	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2414-RA	person:leader:6b971e7fb4c3	PRINCIPAL_INVESTIGATOR	Jonathan Nazari	CANONICAL_PROJECT_SOURCE	ACCEPTED
2415-TVG	person:eqmember:17954	PRINCIPAL_INVESTIGATOR	Nils Gutacker	CANONICAL_PROJECT_SOURCE	ACCEPTED
2416-BT	person:eqmember:19032	PRINCIPAL_INVESTIGATOR	Mina Bahrampour	CANONICAL_PROJECT_SOURCE	ACCEPTED
2417-RA	person:leader:1b524ab3f1ea	PRINCIPAL_INVESTIGATOR	Marufa Sultana	CANONICAL_PROJECT_SOURCE	ACCEPTED
2418-BT	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
242-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Dermawan Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
2420-BT	person:leader:bfbf7cf35751	PRINCIPAL_INVESTIGATOR	Elske van den Akker-van Marle	CANONICAL_PROJECT_SOURCE	ACCEPTED
2421-RA	person:eqmember:17811	PRINCIPAL_INVESTIGATOR	Carlos Wong	CANONICAL_PROJECT_SOURCE	ACCEPTED
2422-RA	person:eqmember:18021	PRINCIPAL_INVESTIGATOR	Zhuxin Mao	CANONICAL_PROJECT_SOURCE	ACCEPTED
2423-BT	person:leader:647ca7dfed2e	PRINCIPAL_INVESTIGATOR	Hesam Ghiasvand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2426-PHD	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
2428-RA	person:leader:6fe4e81455db	PRINCIPAL_INVESTIGATOR	Maksat Jumamyradov	CANONICAL_PROJECT_SOURCE	ACCEPTED
243-RA	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
2432-BT	person:leader:78acf91f717f	PRINCIPAL_INVESTIGATOR	Katy Gallop	CANONICAL_PROJECT_SOURCE	ACCEPTED
2433-RA	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
2436-RA	person:leader:dd5e12d302df	PRINCIPAL_INVESTIGATOR	Fernando Argento	CANONICAL_PROJECT_SOURCE	ACCEPTED
2439-RA	person:eqmember:21677	PRINCIPAL_INVESTIGATOR	Cate Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
244-RA	person:eqmember:17803	PRINCIPAL_INVESTIGATOR	Michalowsky, Bernhard	CANONICAL_PROJECT_SOURCE	ACCEPTED
2440-RA	person:eqmember:21677	PRINCIPAL_INVESTIGATOR	Cate Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
2441-RA	person:leader:5f455f61d442	PRINCIPAL_INVESTIGATOR	Alex Bató	CANONICAL_PROJECT_SOURCE	ACCEPTED
2443-BT	person:eqmember:17966	PRINCIPAL_INVESTIGATOR	Paula Lorgelly	CANONICAL_PROJECT_SOURCE	ACCEPTED
2444-RA	person:leader:fbb9eb69f451	PRINCIPAL_INVESTIGATOR	Titi Fitriana	CANONICAL_PROJECT_SOURCE	ACCEPTED
245-RA	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan A. Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2450-RA	person:leader:f7fda3adfcf0	PRINCIPAL_INVESTIGATOR	Jiyoung Park	CANONICAL_PROJECT_SOURCE	ACCEPTED
2451-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2453-RA	person:eqmember:17911	PRINCIPAL_INVESTIGATOR	Lidia Engel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2454-RA	person:leader:fa3dd095d626	PRINCIPAL_INVESTIGATOR	pei wang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2455-PHD	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2456-BT	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
2458-RA	person:leader:0e64036a4445	PRINCIPAL_INVESTIGATOR	Yiting Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
246-RA	person:eqmember:17956	PRINCIPAL_INVESTIGATOR	Ning Yan Gu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2463-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
2466-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
2468-RA	person:leader:82320ccd878a	PRINCIPAL_INVESTIGATOR	Gisela Cristiane Miyamoto	CANONICAL_PROJECT_SOURCE	ACCEPTED
2470-RA	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
2471-RA	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2479-RA	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
2480-EO	person:leader:f832ce9d79bc	PRINCIPAL_INVESTIGATOR	Jahangir Khan	CANONICAL_PROJECT_SOURCE	ACCEPTED
2482-EO	person:leader:82320ccd878a	PRINCIPAL_INVESTIGATOR	Gisela Cristiane Miyamoto	CANONICAL_PROJECT_SOURCE	ACCEPTED
2487-TVG	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2488-TVG	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
2490-EO	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2492-RA	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid	CANONICAL_PROJECT_SOURCE	ACCEPTED
2493-RA	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
2500-RA	person:leader:606823d7ed51	PRINCIPAL_INVESTIGATOR	Stevanus Pangestu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2501-RA	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin M. Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2506-RA	person:leader:c2ede8bddc17	PRINCIPAL_INVESTIGATOR	Arjun Bhadhuri	CANONICAL_PROJECT_SOURCE	ACCEPTED
2510-VS	person:leader:ff5ebc6fc226	PRINCIPAL_INVESTIGATOR	Seungjin Bae	CANONICAL_PROJECT_SOURCE	ACCEPTED
2511-RA	person:leader:db0cd1478ab2	PRINCIPAL_INVESTIGATOR	Akanksha Akanksha	CANONICAL_PROJECT_SOURCE	ACCEPTED
2517-RA	person:leader:2fd1b3a52d2e	PRINCIPAL_INVESTIGATOR	Sofia Vallejo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2522-EO	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid	CANONICAL_PROJECT_SOURCE	ACCEPTED
2530-RA	person:leader:16c3b78cea49	PRINCIPAL_INVESTIGATOR	Priyanka Banik	CANONICAL_PROJECT_SOURCE	ACCEPTED
2531-EO	person:eqmember:19028	PRINCIPAL_INVESTIGATOR	Ling Jie Cheng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2540-EO	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2544-RA	person:eqmember:18018	PRINCIPAL_INVESTIGATOR	You-Shan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2553-RA	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey A. Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
2560-RA	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2563-RA	person:leader:708432e727df	PRINCIPAL_INVESTIGATOR	Yirga Legesse Niriayo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2564-RA	person:leader:fa2f4d6479ec	PRINCIPAL_INVESTIGATOR	Mihretab Gebreslassie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2566-RA	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2569-RA	person:leader:a88a6c88814a	PRINCIPAL_INVESTIGATOR	Rainer Reile	CANONICAL_PROJECT_SOURCE	ACCEPTED
2582-SG	person:leader:0a4ba2690908	PRINCIPAL_INVESTIGATOR	Paul Schneider	CANONICAL_PROJECT_SOURCE	ACCEPTED
2583-EO	person:leader:6b971e7fb4c3	PRINCIPAL_INVESTIGATOR	Jonathan Nazari	CANONICAL_PROJECT_SOURCE	ACCEPTED
2584-RA	person:eqmember:21551	PRINCIPAL_INVESTIGATOR	Alice Yu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2585-RA	person:leader:697a63a74011	PRINCIPAL_INVESTIGATOR	Soumana Chamoun Nasser	CANONICAL_PROJECT_SOURCE	ACCEPTED
2588-TR	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan M. Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2589-RA	person:leader:320b99af03c2	PRINCIPAL_INVESTIGATOR	María Belizan	CANONICAL_PROJECT_SOURCE	ACCEPTED
2592-RA	person:leader:80409a103005	PRINCIPAL_INVESTIGATOR	Juan Pedro Alonso	CANONICAL_PROJECT_SOURCE	ACCEPTED
2593-RA	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2594-RA	person:eqmember:19005	PRINCIPAL_INVESTIGATOR	Bas Janssen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2598-RA	person:leader:58f9f9b702a9	PRINCIPAL_INVESTIGATOR	Rini Noviyani	CANONICAL_PROJECT_SOURCE	ACCEPTED
260-RA	person:leader:eb823a3d3fe9	PRINCIPAL_INVESTIGATOR	Annette Regan	CANONICAL_PROJECT_SOURCE	ACCEPTED
2602-SG	person:leader:08f441c510b7	PRINCIPAL_INVESTIGATOR	Taavi Lai	CANONICAL_PROJECT_SOURCE	ACCEPTED
2605-RA	person:eqmember:19028	PRINCIPAL_INVESTIGATOR	Ling Jie Cheng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2621-VS	person:leader:a88a6c88814a	PRINCIPAL_INVESTIGATOR	Rainer Reile	CANONICAL_PROJECT_SOURCE	ACCEPTED
2623-RA	person:eqmember:17958	PRINCIPAL_INVESTIGATOR	Ole Marten	CANONICAL_PROJECT_SOURCE	ACCEPTED
2626-RA	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2629-RA	person:leader:da2b6bcaceb6	PRINCIPAL_INVESTIGATOR	Annushiah Vasan Thakumar	CANONICAL_PROJECT_SOURCE	ACCEPTED
2633-TVG	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
2638-RA	person:leader:17f6764f4e92	PRINCIPAL_INVESTIGATOR	Stella Heemskerk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2644-EO	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2647-RA	person:eqmember:17805	PRINCIPAL_INVESTIGATOR	Bram Roudijk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2649-EO	person:leader:8d9ce63b49ad	PRINCIPAL_INVESTIGATOR	Xin Zhang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2653-TVG	person:eqmember:17954	PRINCIPAL_INVESTIGATOR	Nils Gutacker	CANONICAL_PROJECT_SOURCE	ACCEPTED
274-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
282-RA	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
285-PHD	person:leader:2f6e9bb0322d	PRINCIPAL_INVESTIGATOR	Janine van Til	CANONICAL_PROJECT_SOURCE	ACCEPTED
287-PHD	person:leader:c2d00c5008f7	PRINCIPAL_INVESTIGATOR	Joshua Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
289-RA	person:eqmember:18646	PRINCIPAL_INVESTIGATOR	Edward Webb	CANONICAL_PROJECT_SOURCE	ACCEPTED
291-RA	person:eqmember:17966	PRINCIPAL_INVESTIGATOR	Paula Lorgelly	CANONICAL_PROJECT_SOURCE	ACCEPTED
295-RA	person:eqmember:21677	PRINCIPAL_INVESTIGATOR	Cate Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
299-RA	person:leader:ef46534448d4	PRINCIPAL_INVESTIGATOR	Vincent Lau	CANONICAL_PROJECT_SOURCE	ACCEPTED
301-SG	person:leader:81812806310c	PRINCIPAL_INVESTIGATOR	Alexander Geissler	CANONICAL_PROJECT_SOURCE	ACCEPTED
302-EO	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
304-PHD	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
307-RA	person:leader:e448059d8472	PRINCIPAL_INVESTIGATOR	Philip Powell	CANONICAL_PROJECT_SOURCE	ACCEPTED
309-RA	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
310-RA	person:leader:c4ed61eb8dc6	PRINCIPAL_INVESTIGATOR	Professor Philip Clarke	CANONICAL_PROJECT_SOURCE	ACCEPTED
313-PHD	person:eqmember:17787	PRINCIPAL_INVESTIGATOR	Abraham Gebregziabiher	CANONICAL_PROJECT_SOURCE	ACCEPTED
315-RA	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
316-EO	person:leader:4fa690feeeb8	PRINCIPAL_INVESTIGATOR	Oriana Ciani	CANONICAL_PROJECT_SOURCE	ACCEPTED
317-RA	person:leader:6cc4c9299d70	PRINCIPAL_INVESTIGATOR	goitom molalign	CANONICAL_PROJECT_SOURCE	ACCEPTED
318-RA	person:eqmember:18012	PRINCIPAL_INVESTIGATOR	Xuejing Jin	CANONICAL_PROJECT_SOURCE	ACCEPTED
319-RA	person:leader:ad85e8f1703b	PRINCIPAL_INVESTIGATOR	Antony Martin	CANONICAL_PROJECT_SOURCE	ACCEPTED
320-VS	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
321-VS	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
322-RA	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
323-RA	person:leader:d9674d98607b	PRINCIPAL_INVESTIGATOR	Yared Belete Belay	CANONICAL_PROJECT_SOURCE	ACCEPTED
326-RA	person:eqmember:17819	PRINCIPAL_INVESTIGATOR	Clara Mukuria	CANONICAL_PROJECT_SOURCE	ACCEPTED
327-RA	person:leader:d9674d98607b	PRINCIPAL_INVESTIGATOR	Yared Belete Belay	CANONICAL_PROJECT_SOURCE	ACCEPTED
328-RA	person:leader:41a7c337ba63	PRINCIPAL_INVESTIGATOR	Cynthia L. Gong	CANONICAL_PROJECT_SOURCE	ACCEPTED
329-RA	person:eqmember:18018	PRINCIPAL_INVESTIGATOR	You-Shan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
330-PHD	person:leader:50cca9cff5d9	PRINCIPAL_INVESTIGATOR	Kim Dalziel	CANONICAL_PROJECT_SOURCE	ACCEPTED
333-RA	person:eqmember:17811	PRINCIPAL_INVESTIGATOR	Carlos Wong	CANONICAL_PROJECT_SOURCE	ACCEPTED
335-RA	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid	CANONICAL_PROJECT_SOURCE	ACCEPTED
337-RA	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
338-EO	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid	CANONICAL_PROJECT_SOURCE	ACCEPTED
339-RA	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
340-RA	person:eqmember:17787	PRINCIPAL_INVESTIGATOR	Abraham Gebregziabiher	CANONICAL_PROJECT_SOURCE	ACCEPTED
341-RA	person:eqmember:17867	PRINCIPAL_INVESTIGATOR	Henry Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
342-RA	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
343-RA	person:leader:5fdc94f27d8c	PRINCIPAL_INVESTIGATOR	Girma  Tekle Gebremariam	CANONICAL_PROJECT_SOURCE	ACCEPTED
344-VS	person:leader:da1bac7dcc2d	PRINCIPAL_INVESTIGATOR	madeeha malik	CANONICAL_PROJECT_SOURCE	ACCEPTED
345-PHD	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
348-PHD	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
349-RA	person:eqmember:17803	PRINCIPAL_INVESTIGATOR	Bernhard Michalowsky	CANONICAL_PROJECT_SOURCE	ACCEPTED
351-RA	person:leader:fc07b6540d1a	PRINCIPAL_INVESTIGATOR	Michela Meregaglia	CANONICAL_PROJECT_SOURCE	ACCEPTED
352-RA	person:leader:97c18766e2ad	PRINCIPAL_INVESTIGATOR	Malin Regardt	CANONICAL_PROJECT_SOURCE	ACCEPTED
353-RA	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
354-RA	person:leader:d3568854a78c	PRINCIPAL_INVESTIGATOR	Camilla Falivena	CANONICAL_PROJECT_SOURCE	ACCEPTED
355-RA	person:eqmember:17948	PRINCIPAL_INVESTIGATOR	Narcis Gusi	CANONICAL_PROJECT_SOURCE	ACCEPTED
356-PHD	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
357-RA	person:eqmember:17867	PRINCIPAL_INVESTIGATOR	Henry Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
358-RA	person:eqmember:17956	PRINCIPAL_INVESTIGATOR	Ning Yan Gu	CANONICAL_PROJECT_SOURCE	ACCEPTED
361-RA	person:leader:50cca9cff5d9	PRINCIPAL_INVESTIGATOR	Kim Dalziel	CANONICAL_PROJECT_SOURCE	ACCEPTED
364-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
365-RA	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
367-RA	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeff Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
370-RA	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
377-VS	person:eqmember:18006	PRINCIPAL_INVESTIGATOR	Valentina Prevolnik Rupel	CANONICAL_PROJECT_SOURCE	ACCEPTED
384-RA	person:leader:eb823a3d3fe9	PRINCIPAL_INVESTIGATOR	Annette Regan	CANONICAL_PROJECT_SOURCE	ACCEPTED
389-RA	person:eqmember:17936	PRINCIPAL_INVESTIGATOR	Mihir Gandhi	CANONICAL_PROJECT_SOURCE	ACCEPTED
396-RA	person:leader:7cc6d6bc4d21	PRINCIPAL_INVESTIGATOR	Afewerki Gebremeskel	CANONICAL_PROJECT_SOURCE	ACCEPTED
398-RA	person:eqmember:18021	PRINCIPAL_INVESTIGATOR	Zhuxin Mao	CANONICAL_PROJECT_SOURCE	ACCEPTED
399-RA	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
