person_id,name,paper_count,project_count,euroqol_member,project_leader,orcid,openalex_id,publication_ids
person:orcid:0000-0002-2874-8948,Simon Oczkowski,1,0,False,False,0000-0002-2874-8948,A5088664027,doi:10.5492/wjccm.v11.i4.236
person:eqmember:17990,Simone Schieskow,1,1,True,True,,A5117152200,doi:10.1007/s40273-025-01550-8
person:orcid:0000-0002-3531-0389,Slavica Kochovska,1,0,False,False,0000-0002-3531-0389,A5059680031,doi:10.1007/s11136-024-03817-7
person:orcid:0000-0003-0804-3307,Solomon Weldegebreal Asgedom,1,0,False,False,0000-0003-0804-3307,A5078486897,doi:10.1186/s12955-025-02421-8
person:leader:697a63a74011,Soumana Chamoun Nasser,1,1,False,True,0000-0003-4202-7116,A5029600163,doi:10.1007/s11136-025-04003-z
person:orcid:0000-0001-9071-2842,Stacey Rand,1,0,False,False,0000-0001-9071-2842,A5079445531,doi:10.1007/s10198-021-01306-z
person:orcid:0000-0002-6555-8916,Stephan Devriese,1,0,False,False,0000-0002-6555-8916,A5020919441,doi:10.1007/s41669-022-00353-3
person:orcid:0000-0003-1200-9961,Stephanie C. E. Schuit,1,0,False,False,0000-0003-1200-9961,A5052229575,doi:10.3390/nu16162591
person:eqmember:17994,Stirling Bryan,1,2,True,True,0000-0001-7093-3058,A5015667412,doi:10.1097/mlr.0000000000002315
person:orcid:0000-0003-0666-7431,Subash Sharma,1,0,False,False,0000-0003-0666-7431,A5073996936,doi:10.1038/s41433-023-02860-x
person:orcid:0000-0001-7458-6460,Surrey M. Walton,1,0,False,False,0000-0001-7458-6460,A5004621550,doi:10.1007/s11136-020-02712-1
person:orcid:0000-0003-4380-620x,Susan M. Jack,1,0,False,False,0000-0003-4380-620x,A5039868255,doi:10.1136/bmjopen-2024-097598
person:leader:9f2c2404b4d6,Suzana Karim,1,3,False,True,0000-0002-3370-1554,A5003389681,doi:10.1186/s12955-022-01989-9
person:leader:08f441c510b7,Taavi Lai,1,1,False,True,,A5109074641,doi:10.3389/ijph.2026.1608807
person:orcid:0000-0002-4601-0955,Takashi Fukuda,1,0,False,False,0000-0002-4601-0955,A5102876935,doi:10.1177/0272989x211001859
person:leader:4001f58df21c,Takeru Shiroiwa,1,2,False,True,0000-0003-3055-9932,A5007564965,doi:10.1177/0272989x211001859
person:author:doi:10.1007/s11136-025-03996-x:11,Tanya Wolfe,1,0,False,False,,,doi:10.1007/s11136-025-03996-x
person:orcid:0000-0002-3025-4066,Tasanee Braithwaite,1,0,False,False,0000-0002-3025-4066,A5082582215,doi:10.1038/s41433-023-02860-x
person:openalex:A5052119079,Thomas Neyens,1,0,False,False,0000-0003-2364-7555,A5052119079,doi:10.1016/j.jval.2024.01.005
person:author:doi:10.2196/27669:10,Thomas Poder,1,0,False,False,,,doi:10.2196/27669
person:orcid:0000-0001-6121-5409,Tim Luckett,1,0,False,False,0000-0001-6121-5409,A5081215319,doi:10.1007/s11136-026-04230-y
person:orcid:0000-0002-8859-926x,Udeni De Silva Perera,1,0,False,False,0000-0002-8859-926x,A5053139067,doi:10.1371/journal.pone.0302886
person:orcid:0000-0001-7335-4852,V. D. Sokolova,1,0,False,False,0000-0001-7335-4852,A5079589572,doi:10.1007/s40273-025-01509-9
person:openalex:A5087010532,V. Maharaj,1,0,False,False,,A5087010532,doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-2029-6331,Valerie Sung,1,0,False,False,0000-0003-2029-6331,A5017249857,doi:10.1007/s11136-025-03996-x
person:openalex:A5018364694,Victoria Lee He,1,0,False,False,,A5018364694,doi:10.1007/s10198-025-01804-4
person:leader:ef46534448d4,Vincent Lau,1,1,False,True,0000-0002-9939-7348,A5022213392,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-4212-2658,Vrijesh Tripathi,1,0,False,False,0000-0003-4212-2658,A5055210774,doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-0370-4903,Wael Mohammed,1,0,False,False,0000-0003-0370-4903,A5037446166,doi:10.1007/s10198-022-01481-7
person:orcid:0000-0001-8076-9626,Waleed Alhazzani,1,0,False,False,0000-0001-8076-9626,A5020157030,doi:10.5492/wjccm.v11.i4.236
person:author:doi:10.3390/children8080714:10,Wendy J Ungar,1,0,False,False,,,doi:10.3390/children8080714
person:openalex:A5102432342,Wendy WL Chan,1,0,False,False,,A5102432342,doi:10.1186/s12955-023-02177-z
person:orcid:0000-0002-0476-8397,Werner Brouwer,1,0,False,False,0000-0002-0476-8397,A5053906209,doi:10.1007/s10198-025-01823-1
person:orcid:0000-0002-6359-8797,Wolfgang Hoffmann,1,0,False,False,0000-0002-6359-8797,A5056236835,doi:10.1007/s12311-024-01657-2
person:openalex:A5072165119,Wondemagegnhu Tigneh,1,0,False,False,,A5072165119,doi:10.1186/s12955-024-02305-3
person:openalex:A5026068062,Xiang JianJun,1,0,False,False,,A5026068062,doi:10.1016/j.jval.2025.11.005
person:orcid:0000-0002-2592-8310,Xiaodong Liu,1,0,False,False,0000-0002-2592-8310,A5100374778,doi:10.1186/s12955-023-02177-z
person:orcid:0000-0003-3483-5658,Xiaoyan Yang,1,0,False,False,0000-0003-3483-5658,A5101424015,doi:10.1136/bmjopen-2025-102509
person:openalex:A5053842557,Xingju Qi,1,0,False,False,,A5053842557,doi:10.1136/bmjopen-2025-102509
person:openalex:A5048456007,Xinyu Qian,1,0,False,False,,A5048456007,doi:10.1007/s40273-019-00854-w
person:openalex:A5087311184,Xueyun Zeng,1,0,False,False,,A5087311184,doi:10.1186/s12955-023-02131-z
person:orcid:0009-0008-6782-4182,Y. Lu,1,0,False,False,0009-0008-6782-4182,A5101313577,doi:10.1007/s10198-024-01710-1
person:openalex:A5050912692,Yan Lin,1,0,False,False,0000-0002-0585-6671,A5050912692,doi:10.1016/j.jval.2025.11.005
person:orcid:0009-0002-6616-3657,Yaqin Li,1,0,False,False,0009-0002-6616-3657,A5101897221,doi:10.1007/s10198-024-01710-1
person:orcid:0009-0009-2934-8362,Yasmin Brasileiro de Souza,1,0,False,False,0009-0009-2934-8362,A5117121468,doi:10.1007/s10198-025-01770-x
person:openalex:A5045403219,Yasmin Goga,1,0,False,False,0000-0002-6740-2376,A5045403219,doi:10.36469/001c.145813
person:openalex:A5100400360,Yifeng Chen,1,0,False,False,0000-0003-1358-3367,A5100400360,doi:10.1016/j.jval.2025.11.005
person:openalex:A5100758235,Yilin Zhang,1,0,False,False,0000-0002-7059-2553,A5100758235,doi:10.1016/j.jval.2025.11.005
person:orcid:0000-0003-0517-7625,Yin Bun Cheung,1,0,False,False,0000-0003-0517-7625,A5000367184,doi:10.1007/s40273-025-01519-7
person:leader:708432e727df,Yirga Legesse Niriayo,1,1,False,True,0000-0002-6943-753x,A5025678242,doi:10.1186/s12955-025-02421-8
person:openalex:A5025255902,Yohana Azhar,1,0,False,False,0000-0003-2148-0202,A5025255902,doi:10.1016/j.jval.2024.12.003
person:orcid:0000-0002-1541-3989,Yolanda Ramallo‐Fariña,1,0,False,False,0000-0002-1541-3989,A5066034131,doi:10.3390/ijerph19138208
person:orcid:0000-0003-2359-6823,Yong Yi Lee,1,0,False,False,0000-0003-2359-6823,A5080595847,doi:10.1007/s11136-023-03372-7
person:openalex:A5012652576,Yu Cho Woo,1,0,False,False,,A5012652576,doi:10.1186/s12955-023-02177-z
person:orcid:0000-0002-3816-9106,Yuanyuan Gu,1,0,False,False,0000-0002-3816-9106,A5024956914,doi:10.1136/bmjopen-2023-080985
person:openalex:A5114202758,Yue Sun,1,0,False,False,,A5114202758,doi:10.1007/s11136-025-03917-y
person:openalex:A5115594934,Zhenyan Bo,1,0,False,False,,A5115594934,doi:10.1016/j.jval.2025.02.001
person:orcid:0000-0001-5099-3483,Zhi Min Ng,1,0,False,False,0000-0001-5099-3483,A5005876438,doi:10.1186/s12955-024-02290-7
person:openalex:A5100858517,Zhihong Xiao,1,0,False,False,,A5100858517,doi:10.1016/j.jval.2025.11.005
person:author:f71bb2323624605d,Ziran Yin,1,0,False,False,,,doi:10.1016/j.jval.2025.02.001
person:eqmember:18008,victor zarate,1,6,True,True,0000-0001-9145-3694,A5074565937,doi:10.1007/s11136-025-03983-2
person:orcid:0000-0003-4793-9026,Ângela Jornada Ben,1,0,False,False,0000-0003-4793-9026,A5063359430,doi:10.1007/s40273-024-01404-9
