registry_id	alias	use_type
instrument:eq-hwb-s	EQ Health and Well-being Short Version (EQ-HWB-9)	Instrument
instrument:eq-hwb-s	EQ Health and Wellbeing Short	Instrument
instrument:eq-hwb-s	EQ Health and Wellbeing Short version (EQ-HWB-S)	Instrument
instrument:eq-hwb-s	EQ-HWB-9	Instrument
instrument:eq-hwb-s	EQ-HWB-9 (completion during interview, removed by protocol amendment after first four interviews)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (9 items)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (9-item short measure)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (9-item short version)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (EQ Health and Wellbeing short form, 9-item)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (EQ Health and Wellbeing Short version)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (EQ Health and Wellbeing Short version, 9 items)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (EQ Health and Wellbeing Short)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (EQ-HWB short form, 9 items)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (nine-item short version)	Instrument
instrument:eq-hwb-s	EQ-HWB-S (self-reported own state, warm-up)	Instrument
instrument:eq-hwb-s	EuroQol Health and Wellbeing Short Form (EQ-HWB-9)	Instrument
instrument:eq-hwb-s	EuroQol Health and Wellbeing Short Version (EQ-HWB-9)	Instrument
instrument:eq-hwb-s	experimental version of the EQ-HWB-9	Instrument
instrument:eq-hwb-s-v1-2-parent	EQ-HWB-S v1.2 (EQ Health and Wellbeing Short Version, parent respondent)	Instrument
instrument:eq-tips	EQ Toddler and Infant Populations Questionnaire (EQ-TIPS)	Instrument
instrument:eq-tips	EQ-TIPS (English version)	Instrument
instrument:eq-tips	EQ-TIPS proxy instrument	Instrument
instrument:eq-tips-3l	EQ-TIPS (EuroQol Toddler and Infant Populations) experimental EQ-TIPS-3L Version 2.0	Instrument
instrument:eq-tips-3l	EQ-TIPS 3L	Instrument
instrument:eq-tips-3l	EQ-TIPS-3L (three-level version)	Instrument
instrument:eq-tips-3l	EuroQol Toddler and Infant Population-3 Level version 2.0 (EQ-TIPS-3L)	Instrument
instrument:eq-tips-3l	Experimental EuroQol Toddler and Infant Populations version 2.0 (EQ-TIPS)	Instrument
instrument:eq-tips-3l-xh-za	EQ-TIPS (EuroQol Toddler and Infant Populations) isiXhosa version	Instrument
instrument:eq-tips-3l-xh-za	isiXhosa EQ-TIPS	Instrument
instrument:eq-tips-3l-xh-za	isiXhosa version of the EQ-TIPS for South Africa	Instrument
instrument:eq-tips-5l	EQ-TIPS-5L (experimental EQ-TIPS five-level V.3.0) descriptive system	Instrument
instrument:eq-tips-5l	EQ-TIPS-5L completed for a referent 1-year-old child	Instrument
instrument:eq-tips-5l	EQ-TIPS-5L descriptive system	Instrument
instrument:eq-tips-5l	Five-level version of the EQ-TIPS	Instrument
instrument:eq-tips-zh-hans-cn	EQ-TIPS (experimental version, Chinese)	Instrument
instrument:eq-vas	3L EQ VAS	Instrument
instrument:eq-vas	5L EQ VAS	Instrument
instrument:eq-vas	EQ VAS (0–100 visual analogue scale within EQ-TIPS)	Instrument
instrument:eq-vas	EQ VAS (EQ visual analog scale)	Instrument
instrument:eq-vas	EQ VAS (EQ-5D visual analogue scale)	Instrument
instrument:eq-vas	EQ VAS (EuroQol visual analog scale)	Instrument
instrument:eq-vas	EQ VAS (EuroQol Visual Analogue Scale)	Instrument
instrument:eq-vas	EQ VAS (general health Visual Analogue Scale)	Instrument
instrument:eq-vas	EQ VAS (own health today, 0–100)	Instrument
instrument:eq-vas	EQ VAS (proxy complete, for the child)	Instrument
instrument:eq-vas	EQ VAS (vertical 20-cm visual analogue scale, 0-100)	Instrument
instrument:eq-vas	EQ VAS (visual analogue scale for general health)	Instrument
instrument:eq-vas	EQ VAS (Visual Analogue Scale)	Instrument
instrument:eq-vas	EQ VAS (visual analogue scale)	Instrument
instrument:eq-vas	EQ VAS (visual analogue scale) instructions of the Arabic EQ-5D-Y-5L	Instrument
instrument:eq-vas	EQ VAS scores in 2012	Instrument
instrument:eq-vas	EQ Visual Analog Scale (EQ VAS)	Instrument
instrument:eq-vas	EQ visual analog scale (EQ VAS)	Instrument
instrument:eq-vas	EQ visual analogue scale (EQ VAS)	Instrument
instrument:eq-vas	EQ Visual Analogue Scale (EQ-VAS)	Instrument
instrument:eq-vas	EQ Visual Analogue Scale (VAS), health today 0–100	Instrument
instrument:eq-vas	EQ-5D VAS (visual analogue scale)	Instrument
instrument:eq-vas	EQ-5D visual analog scale (EQ-VAS)	Instrument
instrument:eq-vas	EQ-5D visual analogue scale (EQ VAS)	Instrument
instrument:eq-vas	EQ-5D Visual Analogue Scale (EQ-VAS)	Instrument
instrument:eq-vas	EQ-5D visual analogue scale (VAS)	Instrument
instrument:eq-vas	EQ-5D-5L visual analogue scale (VAS)	Instrument
instrument:eq-vas	EQ-TIPS visual analogue scale (VAS)	Instrument
instrument:eq-vas	EQ-VAS	Instrument
instrument:eq-vas	EQ-VAS (EuroQol visual analog scale)	Instrument
instrument:eq-vas	EQ-VAS (EuroQol-Visual Analog Scale)	Instrument
instrument:eq-vas	EQ-VAS (scaled 0 worst health you can imagine to 100 best health you can imagine)	Instrument
instrument:eq-vas	EQ-VAS (self-reported visual analog scale)	Instrument
instrument:eq-vas	EQ-VAS (the EuroQol's standardised VAS)	Instrument
instrument:eq-vas	EQ-VAS (Visual Analog Scale)	Instrument
instrument:eq-vas	EQ-VAS (Visual Analogue Scale)	Instrument
instrument:eq-vas	EQ-VAS (visual analogue scale)	Instrument
instrument:eq-vas	EQ-VAS (Visual Analogue Scale, 0–100)	Instrument
instrument:eq-vas	EQ-VAS instrument	Instrument
instrument:eq-vas	EQ-visual analog score	Instrument
instrument:eq-vas	EQ-Visual Analogue Scale (EQ VAS)	Instrument
instrument:eq-vas	EuroQol visual analog scale	Instrument
instrument:eq-vas	EuroQol visual analog scale (EQ-VAS)	Instrument
instrument:eq-vas	EuroQol visual analogue scale	Instrument
instrument:eq-vas	EuroQol Visual Analogue Scale (EQ VAS)	Instrument
instrument:eq-vas	EuroQol Visual Analogue scale (EQ VAS)	Instrument
instrument:eq-vas	EuroQoL visual analogue scale (EQ-VAS)	Instrument
instrument:eq-vas	EuroQol visual analogue scale (EQ-VAS)	Instrument
instrument:eq-vas	EuroQol Visual Analogue Scale (EQ-VAS) on the EQ-TIPS	Instrument
instrument:eq-vas	EuroQol visual analogue scale (VAS)	Instrument
instrument:eq-vas	VAS (visual analog scale)	Instrument
instrument:eq-vas	VAS (visual analogue scale)	Instrument
instrument:eq-vas	VAS scale	Instrument
instrument:eq-vas	Visual Analog Scale (VAS)	Instrument
instrument:eq-vas	visual analog scale (VAS)	Instrument
instrument:eq-vas	Visual Analogue Scale	Instrument
instrument:eq-vas	Visual Analogue Scale (EQ-VAS)	Instrument
instrument:eq-vas	visual analogue scale (EQ-VAS)	Instrument
instrument:eq-vas	visual analogue scale (VAS)	Instrument
instrument:esas	Edmonton Symptom Assessment System (ESAS)	Instrument
instrument:experiences-close-relationships-nl	validated Dutch version of the Experiences in Close Relationships	Instrument
instrument:experiences-close-relationships-nl-16	Experiences in Close Relationships (Dutch version, reduced to 16 items)	Instrument
instrument:facit-cost	COST: A FACIT Measure of Financial Toxicity (FACIT-COST)	Instrument
instrument:facit-cost	Functional Assessment of Chronic Illness Therapy – Comprehensive Score for Financial Toxicity	Instrument
instrument:facit-cost-v2	COST: A FACIT Measure of Financial Toxicity (FACIT-COST) v2	Instrument
instrument:facit-cost-v2-id	Official Indonesian version of FACIT-COST (v2)	Instrument
instrument:fact-8d	FACT-8D (Functional Assessment of Cancer Therapy Eight Dimension)	Instrument
instrument:fact-g	FACT-G (Functional Assessment of Cancer Therapy – General)	Instrument
instrument:fact-g	Functional Assessment of Cancer Therapy – General (FACT-G)	Instrument
instrument:fagerstrom-test	Fagerstrom test	Instrument
instrument:fars-adl	activities of daily living (ADL) part of the Friedreich Ataxia Rating Scale (FARS)	Instrument
instrument:fars-adl	Friedreich's ataxia rating scale activities of daily-living subscale (FARS-ADL)	Instrument
instrument:fatigue-severity-scale	Fatigue Severity Scale (FSS)	Instrument
instrument:fatigue-severity-scale	FSS	Instrument
instrument:flacc-pain-scale	Face, Leg, Activity, Cry, Consolability (FLACC) Pain Scale	Instrument
instrument:flacc-pain-scale	FLACC (Face, Leg, Activity, Cry, Consolability) Pain Scale	Instrument
instrument:g-miss-hp	German version of the Moral Injury Symptom and Support Scale for Health Professionals (G-MISS-HP)	Instrument
instrument:gad-2	2-item version of the GAD-7	Instrument
instrument:gad-7	GAD 7-item version	Instrument
instrument:gad-7	General Anxiety Disorder (GAD)-7	Instrument
instrument:gad-7	Generalised Anxiety Disorder-7 (GAD-7)	Instrument
instrument:gad-7	Generalized Anxiety Disorder Questionnaire (GAD-7)	Instrument
instrument:gad-7	Generalized Anxiety Disorder-7 questionnaire (GAD-7)	Instrument
instrument:ghq-12	12-item General Health Questionnaire (GHQ-12)	Instrument
instrument:global-rating-change	Global Rating of Change (GRC) scale	Instrument
instrument:gsrs	Gastrointestinal Symptom Rating Scale (GSRS)	Instrument
instrument:hads-a	HADS-A	Instrument
instrument:hads-a	Hospital Anxiety and Depression Scale – Anxiety (HADS-A)	Instrument
instrument:hads-d	HADS-D	Instrument
instrument:hads-d	Hospital Anxiety and Depression Scale – Depression (HADS-D)	Instrument
instrument:haemo-qol-short	Haemo-Qol (short version)	Instrument
instrument:haemo-qol-short-proxy	Haemo-Qol proxy version (short version, 35 items)	Instrument
instrument:hint-8	Health-related Quality of Life Instrument with 8 Items (HINT-8)	Instrument
instrument:hopkins-symptom-checklist-25	HSCL-25	Instrument
instrument:hui	Health Utilities Index (HUI)	Instrument
instrument:hui	Health Utility Index (HUI)	Instrument
instrument:hui	HUI	Instrument
instrument:hui	HUI (Health Utilities Index)	Instrument
instrument:hui2	Health Utilities Index Mark 2 (HUI2)	Instrument
instrument:hui2	HUI-2	Instrument
instrument:hui2	HUI2	Instrument
instrument:hui3	Health Utilities Index Mark 3 (HUI3)	Instrument
instrument:hui3	Health Utility Index 3 (HUI3)	Instrument
instrument:hui3	Health Utility Index Mark 3 (HUI3)	Instrument
instrument:hui3	Health Utility Index mark 3 [HUI3]	Instrument
instrument:hui3	Health Utility Index-3 (HUI-3)	Instrument
instrument:hui3	HUI mark 3	Instrument
instrument:hui3	HUI-3	Instrument
instrument:hui3	HUI3	Instrument
instrument:hunger-vital-sign	Hunger Vital Sign 2-item screening tool	Instrument
instrument:icecap-a	ICECAP-A (ICEpop CAPability measure for Adults, English version)	Instrument
instrument:icecap-scm	ICECAP-SCM (ICEpop CAPability Supportive Care Measure)	Instrument
instrument:ies	impact of event scale (IES)	Instrument
instrument:ies-nl	Impact of event scale (IES), Dutch version	Instrument
instrument:ies-r	Impact of Events Scale-Revised (IES-R)	Instrument
instrument:injury-severity-score	Injury Severity Score (ISS)	Instrument
instrument:inventory-of-non-ataxia-signs	Inventory of Non-Ataxia Signs (INAS)	Instrument
instrument:k10	Kessler Psychological Distress Scale (K10)	Instrument
instrument:kdqol-36	36-item Kidney Disease Quality of Life questionnaire (KDQOL-36)	Instrument
instrument:mg-adl	Myasthenia Gravis Activities of Daily Living (MG-ADL)	Instrument
instrument:mmrc-dyspnea	modified Medical Research Council (mMRC) breathlessness scale	Instrument
instrument:mmrc-dyspnea	modified Medical Research Council Questionnaire (mMRC) dyspnea scale	Instrument
instrument:mmse	Mini-Mental State Examination (MMSE)	Instrument
instrument:moca	Montreal Cognitive Assessment (MoCA)	Instrument
instrument:modified-rankin-scale	modified Rankin Scale (mRS)	Instrument
instrument:msis-29-v2	MSIS-29v2	Instrument
instrument:msis-29-v2	MSIS-29v2 (Multiple Sclerosis Impact Scale)	Instrument
instrument:msis-8d	MSIS-8D (Multiple Sclerosis Impact Scale-Eight Dimensions)	Instrument
instrument:msws-12	MSWS-12	Instrument
instrument:msws-12	Multiple Sclerosis Walking Scale (MSWS-12)	Instrument
instrument:overall-health-assessment	Overall Health Assessment (OHA)	Instrument
instrument:overall-health-assessment	overall health assessment (OHA)	Instrument
instrument:overall-health-assessment	Overall Health Assessment question (OHA)	Instrument
instrument:overall-health-assessment-proxy	Overall Health Assessment (OHA) proxy version	Instrument
instrument:overall-health-assessment-proxy	Overall Health Assessment question (OHA), proxy version	Instrument
instrument:panas-20	Positive and Negative Affect Schedule (PANAS), 20 items	Instrument
instrument:pas-cog	Psychogeriatric Assessment Scale—Cognitive (PAS-Cog)	Instrument
instrument:patient-health-questionnaire-4	Patient Health Questionnaire-4 (PHQ-4)	Instrument
instrument:patient-health-questionnaire-9	Patient Health Questionnaire (PHQ)-9	Instrument
instrument:patient-health-questionnaire-9	Patient Health Questionnaire 9 (PHQ-9)	Instrument
instrument:patient-health-questionnaire-9	Patient Health Questionnaire-9 (PHQ-9)	Instrument
instrument:patient-health-questionnaire-9	PHQ 9-item version	Instrument
instrument:patient-health-questionnaire-9	PHQ-9	Instrument
instrument:pcs-score	Post-COVID Syndrome PCS-Score	Instrument
instrument:pdf-p044-eq-5d-5l-last-week	"""LW"" version of the EQ-5D-5L"	Instrument
instrument:pdf-p044-eq-hwb-9-today	"""TD"" version of the EQ-HWB-9"	Instrument
instrument:pdf-p045-eq-hwb-vas-today	EQ-HWB VAS ('today' variant)	Instrument
instrument:pdf-p045-eq-vas-last-seven-days	EQ VAS (EQ-5D-5L, 'last 7 days' variant)	Instrument
instrument:pdf-p046-adapted-pssuq-feedback-form	Customized feedback form adapted from the Post-Study System Usability Questionnaire (PSSUQ)	Instrument
instrument:pdf-p052-general-state-health-questionnaire	General State of Health (GH) questionnaire	Instrument
instrument:pdf-p055-eq-hwb-24	long-form EQ-HWB (24 items)	Instrument
instrument:pdf-p055-modified-eq-hwb-9	modified EQ-HWB-9	Instrument
instrument:pdf-p058-modified-eq-hwb-9	"Modified EQ-HWB-9 frequency response scale (""none of the time"" to ""most or all of the time"")"	Instrument
instrument:pdf-p060-adapted-eq-vas	adapted version of the EQ-VAS (Rabin et al., 2011), anchored at 'the best' (=100) and 'the worst state you can imagine' (=0)	Instrument
instrument:pedsql	Paediatric Quality of Life Inventory (PedsQL)	Instrument
instrument:pedsql	Paediatric Quality of Life Inventory (PedsQL) Generic Core 4.0	Instrument
instrument:pedsql	Paediatric Quality of Life Inventory (PedsQL) generic core 4.0	Instrument
instrument:pedsql	Pediatric Quality of Life Inventory (PedsQL)	Instrument
instrument:pedsql-4-generic-core	Paediatric Quality of Life Inventory™ core generic version 4.0 (PedsQL)	Instrument
instrument:pedsql-4-generic-core	Pediatric Quality of Life Inventory 4.0 generic core (PedsQL)	Instrument
instrument:pedsql-4-generic-core	Pediatric Quality of Life Inventory Generic Core 4.0 (PedsQL)	Instrument
instrument:pedsql-4-generic-core	Pediatric Quality of Life Inventory version 4.0 Generic Core Scales (PedsQL™)	Instrument
instrument:pedsql-4-generic-core	PedsQL (Pediatric Quality of Life Inventory)	Instrument
instrument:pedsql-4-generic-core	PedsQL 4.0 GCS	Instrument
instrument:pedsql-4-generic-core	PedsQL Generic Core 4.0	Instrument
instrument:pedsql-4-generic-core	PedsQL generic core 4.0	Instrument
instrument:pedsql-4-generic-core	PedsQL™ 4.0 Generic Core Scales	Instrument
instrument:pedsql-4-generic-core-child-en-us	PedsQL™ 4.0 Generic Core Scales child self-report, English (USA) version	Instrument
instrument:pedsql-4-generic-core-child-ny-mw	Chichewa (Malawi) PedsQL™ 4.0 GCS child self-report	Instrument
instrument:pedsql-4-generic-core-child-ny-mw	PedsQL™ 4.0 Generic Core Scales child self-report (8–12 years), Chichewa version	Instrument
instrument:pedsql-4-generic-core-teen-en-us	PedsQL™ 4.0 Generic Core Scales teen self-report, English (USA) version	Instrument
instrument:pedsql-4-generic-core-teen-ny-mw	Chichewa (Malawi) PedsQL™ 4.0 GCS teen self-report	Instrument
instrument:pedsql-4-generic-core-teen-ny-mw	PedsQL™ 4.0 Generic Core Scales teen self-report (13–18 years), Chichewa version	Instrument
instrument:pedsql-4-generic-core-toddler-proxy	Paediatric Quality of Life Inventory™ core generic version 4.0 (PedsQL) toddler version for 2–4 years	Instrument
instrument:pedsql-4-generic-core-toddler-proxy	Pediatric Quality of Life Inventory (PedsQL) generic core scales, toddler proxy version (2–4 years)	Instrument
instrument:pedsql-4-generic-core-toddler-proxy	Pediatric Quality of Life Inventory™ version 4.0 (PedsQL) toddler (ages 2–4 years) version	Instrument
instrument:pedsql-4-generic-core-toddler-proxy	PedsQL 4.0 Generic Core Scales, 2- to 4-year proxy version (21 items)	Instrument
instrument:pedsql-cancer-module-proxy	PedsQL Cancer Module proxy version	Instrument
instrument:pedsql-short-15	PedsQL Short Form (15-items)	Instrument
instrument:phq-2	2-item version of the PHQ-9	Instrument
instrument:phq-2	PHQ-2	Instrument
instrument:pip-kids	Presence and Impact of Pain in Kids (PIP-Kids) questionnaire	Instrument
instrument:poem	Patient-Oriented Eczema Measure (POEM)	Instrument
instrument:posas-2-patient	Patient and Observer Scar Assessment Scale (POSAS) 2.0, patient scale	Instrument
instrument:posas-2-patient-nl	Patient and Observer Scar Assessment Scale (POSAS) 2.0, patient part (Dutch language version)	Instrument
instrument:preparation-decision-making-scale	Preparation for Decision Making Scale (PDMS)	Instrument
instrument:promis	Patient Reported Outcomes Measurement Information System (PROMIS)	Instrument
instrument:promis-16	PROMIS-16 profile	Instrument
instrument:promis-25-pediatric	Patient-Reported Outcomes Measurement Information System Paediatric Profile 25 (PROMIS-25)	Instrument
instrument:promis-25-pediatric	PROMIS-25	Instrument
instrument:promis-25-pediatric	PROMIS-25 Paediatric Profile	Instrument
instrument:promis-25-pediatric-v2	Patient-Reported Outcomes Measurement Information System 25 paediatric profile v2 (PROMIS-25)	Instrument
instrument:promis-29	PROMIS-29	Instrument
instrument:promis-29-plus-2	PROMIS − 29 + 2	Instrument
instrument:promis-29-plus-2	PROMIS-2912	Instrument
instrument:promis-29-plus-2-v2-1	PROMIS-29 + 2 Profile v2.1	Instrument
instrument:promis-29-plus-2-v2-1	PROMIS-29+2 v2.1	Instrument
instrument:promis-global-10	PROMIS 10	Instrument
instrument:promis-global-10	PROMIS-10	Instrument
instrument:promis-global-health-v1-2	PROMIS Global Health v1.2	Instrument
instrument:promis-sleep-disturbance-4a	PROMIS Short Form v1.0 – Sleep Disturbance 4a	Instrument
instrument:psq-18	The Patient Satisfaction Questionnaire Short Form (PSQ-18)	Instrument
instrument:psqi	Philadelphia Sleep Quality Index (PSQI)	Instrument
instrument:pss-4	Perceived Stress Scale (PSS-4)	Instrument
instrument:ptsd-short-screen	Short Screening Scale for DSM-IV Posttraumatic Stress Disorder (PTSD)	Instrument
instrument:qi-disability	Quality of Life Inventory - Disability (QI-Disability)	Instrument
instrument:qol-acc	QOL-ACC	Instrument
instrument:qol-acc	QOL-ACC (Quality-of-Life Aged Care Consumers instrument)	Instrument
instrument:qol-acc	Quality of Life Aged Care Consumers (QOL-ACC)	Instrument
instrument:qol-acc-interviewer	QOL-ACC (Quality of Life-Aged Care Consumers), interviewer-administered version	Instrument
