limitation_id,study_id,publication_id,doi,publication_year,primary_research_family,statement,about_ids
P068928b2dacd:lim3,P068928b2dacd:st1,doi:10.1186/s41687-021-00369-z,10.1186/s41687-021-00369-z,2021,APPLIED_USE_RESEARCH,"The current data system did not give clinicians individual patient results or an accessible view of change over time, which limited clinical decision-making and care planning.",
P068928b2dacd:lim4,P068928b2dacd:st1,doi:10.1186/s41687-021-00369-z,10.1186/s41687-021-00369-z,2021,APPLIED_USE_RESEARCH,The available sample size did not yet permit comparisons of rehabilitation performance across sites and health zones.,
P0718b780f1fa:L1,P0718b780f1fa:S1,doi:10.1007/s11136-023-03462-6,10.1007/s11136-023-03462-6,2023,MEASUREMENT_PROPERTY_EVALUATION,"Data were collected online, so the authors had no control over the environment in which respondents completed the survey.",
P0718b780f1fa:L2,P0718b780f1fa:S1,doi:10.1007/s11136-023-03462-6,10.1007/s11136-023-03462-6,2023,MEASUREMENT_PROPERTY_EVALUATION,"The online panel sample reported generally mild health impairments, so generalising the comparison to more severe health problems requires careful consideration.",
P0718b780f1fa:L3,P0718b780f1fa:S1,doi:10.1007/s11136-023-03462-6,10.1007/s11136-023-03462-6,2023,MEASUREMENT_PROPERTY_EVALUATION,The study compared only health-related quality of life measures and did not include broader quality of life or social care measures such as ASCOT or EQ-HWB.,
P0718b780f1fa:L4,P0718b780f1fa:S1,doi:10.1007/s11136-023-03462-6,10.1007/s11136-023-03462-6,2023,MEASUREMENT_PROPERTY_EVALUATION,"PROPr cognitive function scores had to be imputed with the DeWitt regression approach because only PROMIS-29 was administered, although the reported error of that imputation is small.",
P0718b780f1fa:L5,P0718b780f1fa:S1,doi:10.1007/s11136-023-03462-6,10.1007/s11136-023-03462-6,2023,MEASUREMENT_PROPERTY_EVALUATION,The low variation in EQ-5D-5L self-care responses confounds the interpretation of the weak correlations between self-care and the PROMIS-29 domains and PROPr.,
P0718b780f1fa:L6,P0718b780f1fa:S1,doi:10.1007/s11136-023-03462-6,10.1007/s11136-023-03462-6,2023,MEASUREMENT_PROPERTY_EVALUATION,Twenty-four respondents provided incomplete EQ-5D-5L or PROMIS-29 data and no sensitivity analysis including them was conducted.,
P072048e348ab:L1,P072048e348ab:S1,doi:10.1016/j.jval.2018.11.001,10.1016/j.jval.2018.11.001,2019,EVIDENCE_SYNTHESIS,"EQ-5D-Y has no value set, which limits its use as a preference-based single index measure in cost-utility analysis.",P072048e348ab:IU1
P072048e348ab:L2,P072048e348ab:S1,doi:10.1016/j.jval.2018.11.001,10.1016/j.jval.2018.11.001,2019,EVIDENCE_SYNTHESIS,"The instrument's sensitivity to small changes in health-related quality of life is limited, possibly owing to high ceiling effects.",P072048e348ab:C5 | P072048e348ab:IU1
P072048e348ab:L3,P072048e348ab:S1,doi:10.1016/j.jval.2018.11.001,10.1016/j.jval.2018.11.001,2019,EVIDENCE_SYNTHESIS,"Published counts of paediatric preference-based measures should be treated with caution, because under a narrow definition only three instruments were developed specifically for younger age groups.",P072048e348ab:F8
P072048e348ab:L4,P072048e348ab:S1,doi:10.1016/j.jval.2018.11.001,10.1016/j.jval.2018.11.001,2019,EVIDENCE_SYNTHESIS,"No self-reported EQ-5D-Y exists for the youngest children, so proxy versions must be used below age 8, and proxy reports can be biased.",P072048e348ab:C2 | P072048e348ab:IU2 | P072048e348ab:IU3
P072254644ef6:lim1,P072254644ef6:s1,doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,INSTRUMENT_VERSION_DEVELOPMENT,The review used a targeted selection of reviews for common medical conditions because all conditions could not be covered; rarer conditions can therefore be less well represented.,
P072254644ef6:lim2,P072254644ef6:s1,doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,INSTRUMENT_VERSION_DEVELOPMENT,"Known-group testing included limited assessment of severity and no assessment of change over time, so responsiveness requires further validation.",
P072254644ef6:lim3,P072254644ef6:s1,doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,INSTRUMENT_VERSION_DEVELOPMENT,The groupings used for known-group validity were very limited for social care users and carers.,
P072254644ef6:lim4,P072254644ef6:s1,doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,INSTRUMENT_VERSION_DEVELOPMENT,"Psychometric testing must be repeated on the final 25-item and nine-item versions, including equivalence between direct EQ-HWB-S administration and the same items embedded in EQ-HWB.",
P072254644ef6:lim5,P072254644ef6:s1,doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,INSTRUMENT_VERSION_DEVELOPMENT,"The study could not recruit every population group, such as people with long-term conditions and carers, in all six countries except the United Kingdom; China results and the lack of African work show the need for broader cultural validation.",
P072254644ef6:lim6,P072254644ef6:s1,doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,INSTRUMENT_VERSION_DEVELOPMENT,"The pragmatic seven-day recall period can be difficult for conditions with less frequent episodes, and format or presentation changes will require testing.",
P072254644ef6:lim7,P072254644ef6:s1,doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,INSTRUMENT_VERSION_DEVELOPMENT,The valuation evidence came from a small qualitative pilot; a full TTO and DCE valuation is required to test feasibility across the large health-and-wellbeing classification and determine whether all items matter in valuation.,
P078c03b5efce:L1,P078c03b5efce:S1,doi:10.1016/j.jval.2017.09.001,10.1016/j.jval.2017.09.001,2017,METHODS_RESEARCH,"Designs were tested using VAS data, whereas most EQ-5D valuation studies use time trade-off; VAS values theoretically lack ratio properties, so caution is needed when applying the results to other valuation methods.",P078c03b5efce:IU2 | P078c03b5efce:MU1
P078c03b5efce:L2,P078c03b5efce:S1,doi:10.1016/j.jval.2017.09.001,10.1016/j.jval.2017.09.001,2017,METHODS_RESEARCH,Rescaling the VAS values on two extreme states assumed interval scale properties and produced a more compressed valuation space than raw VAS or time trade-off data.,P078c03b5efce:F6 | P078c03b5efce:MU6
P078c03b5efce:L3,P078c03b5efce:S1,doi:10.1016/j.jval.2017.09.001,10.1016/j.jval.2017.09.001,2017,METHODS_RESEARCH,"The analysis was restricted to a main-effects model, because previous work found that interaction terms increased the likelihood of misspecification.",P078c03b5efce:MO1
P07e6c4915f5e:L1,P07e6c4915f5e:S1,doi:10.3390/ebj3020023,10.3390/ebj3020023,2022,MEASUREMENT_PROPERTY_EVALUATION,The secondary data were collected from 2011 to 2013.,
P07e6c4915f5e:L2,P07e6c4915f5e:S1,doi:10.3390/ebj3020023,10.3390/ebj3020023,2022,MEASUREMENT_PROPERTY_EVALUATION,"The sample included only patients with intermediate burns and no more than 20% total body surface area burned, which limits application to severe burns.",
P07e6c4915f5e:L3,P07e6c4915f5e:S1,doi:10.3390/ebj3020023,10.3390/ebj3020023,2022,MEASUREMENT_PROPERTY_EVALUATION,"Only adults were included, so the findings do not address children or proxy assessment.",
P07e6c4915f5e:L4,P07e6c4915f5e:S1,doi:10.3390/ebj3020023,10.3390/ebj3020023,2022,MEASUREMENT_PROPERTY_EVALUATION,"Responders differed from non-responders, which could overestimate the HRQL impact.",
P07e6c4915f5e:L5,P07e6c4915f5e:S1,doi:10.3390/ebj3020023,10.3390/ebj3020023,2022,MEASUREMENT_PROPERTY_EVALUATION,"The study used EQ-5D-3L rather than the newer, more sensitive EQ-5D-5L.",
P07e6c4915f5e:L6,P07e6c4915f5e:S1,doi:10.3390/ebj3020023,10.3390/ebj3020023,2022,MEASUREMENT_PROPERTY_EVALUATION,"The arbitrary conversion of the POSAS 2.0 ten-level itching scale to three levels could cause measurement bias through ceiling effects, loss of refinement, and overestimation of reported problems.",
P081e2e40a5bc:lim1,P081e2e40a5bc:s1,doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,MEASUREMENT_PROPERTY_EVALUATION,No local respiratory bolt-on value set was available; the study used experimental Dutch value sets that may not represent preferences in the multi-ethnic Asian population.,
P081e2e40a5bc:lim2,P081e2e40a5bc:s1,doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,MEASUREMENT_PROPERTY_EVALUATION,"The Dutch value sets contained non-monotonic coefficients. Rule-based replacements produced a logical structure, but their accuracy cannot be established and may differ from reality.",
P081e2e40a5bc:lim3,P081e2e40a5bc:s1,doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,MEASUREMENT_PROPERTY_EVALUATION,Differences between known clinical groups might partly reflect the larger possible utility-index range of bolt-on systems rather than true differences.,
P081e2e40a5bc:lim4,P081e2e40a5bc:s1,doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,MEASUREMENT_PROPERTY_EVALUATION,"The exploratory study had no sample-size calculation, so its conservative design may have caused type II error.",
P081e2e40a5bc:lim5,P081e2e40a5bc:s1,doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,MEASUREMENT_PROPERTY_EVALUATION,"No value set existed for EQ-5D-5L plus both R1 and R2, so the study used a level-sum score and could not assess the combined version utility index.",
P081e2e40a5bc:lim6,P081e2e40a5bc:s1,doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,MEASUREMENT_PROPERTY_EVALUATION,"Mental fatigue could cause participants to misinterpret instrument timeframes or headings despite interviewer administration, which could produce reporting errors.",
P081e2e40a5bc:lim7,P081e2e40a5bc:s1,doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,MEASUREMENT_PROPERTY_EVALUATION,"The three-month SGRQ recall period overlapped the mean 2.8-month reassessment interval, which could reduce the accuracy of SGRQ-based change groups for patients with shorter follow-up.",
P084b1c3f957b:limit_1,P084b1c3f957b:study_main,doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,HEALTH_PREFERENCE_RESEARCH,Self-reported data and simulated palliative contexts might not capture the complexity and emotional depth of real-life palliative-care needs.,
P084b1c3f957b:limit_2,P084b1c3f957b:study_main,doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,HEALTH_PREFERENCE_RESEARCH,"The study did not specifically address cultural diversity within each country, which limits generalizability to all national subpopulations.",
P084b1c3f957b:limit_3,P084b1c3f957b:study_main,doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,HEALTH_PREFERENCE_RESEARCH,"The design assumed that all participants interpreted the context vignettes uniformly, but individual perceptions and valuations can differ.",
P0872ff174764:LI1,P0872ff174764:S1,doi:10.1016/j.jval.2020.04.1825,10.1016/j.jval.2020.04.1825,2020,EVIDENCE_SYNTHESIS,"The review did not include nonmalignant hematologic conditions such as anemia, granulocytopenia, thrombocytopenia or hemophilia, in order to maintain transparency and specificity.",
P0872ff174764:LI2,P0872ff174764:S1,doi:10.1016/j.jval.2020.04.1825,10.1016/j.jval.2020.04.1825,2020,EVIDENCE_SYNTHESIS,Conference abstracts and presentations were excluded because their form usually does not allow extraction of meaningful HSUV details such as the value set used.,
P0872ff174764:LI3,P0872ff174764:S1,doi:10.1016/j.jval.2020.04.1825,10.1016/j.jval.2020.04.1825,2020,EVIDENCE_SYNTHESIS,"Results of the EQ-5D descriptive system and EQ VAS were not reported, being deferred to a separate publication.",
P0872ff174764:LI4,P0872ff174764:S1,doi:10.1016/j.jval.2020.04.1825,10.1016/j.jval.2020.04.1825,2020,EVIDENCE_SYNTHESIS,A meta-analysis of the identified HSUVs could not be performed because of high heterogeneity in the subgroup definitions used by the authors of the individual articles.,
P0872ff174764:LI5,P0872ff174764:S1,doi:10.1016/j.jval.2020.04.1825,10.1016/j.jval.2020.04.1825,2020,EVIDENCE_SYNTHESIS,"Some included clinical trials do not reflect current clinical practice or were made obsolete by more recent trials, so at least some of the catalogued HSUVs may be inapplicable in further analyses.",
P0872ff174764:LI6,P0872ff174764:S1,doi:10.1016/j.jval.2020.04.1825,10.1016/j.jval.2020.04.1825,2020,EVIDENCE_SYNTHESIS,"Some subgroups are of questionable value because of their definition (for example specific EORTC QLQ categories) or limited sample size, but were retained to stay consistent with the inclusion and exclusion criteria.",
P0872ff174764:LI7,P0872ff174764:S1,doi:10.1016/j.jval.2020.04.1825,10.1016/j.jval.2020.04.1825,2020,EVIDENCE_SYNTHESIS,"No study limited solely to minors was included, partly because EQ-5D is not a standard instrument in that age group and methods of estimating utilities from the EQ-5D-Y are still developmental.",
P0872ff174764:LI8,P0872ff174764:S1,doi:10.1016/j.jval.2020.04.1825,10.1016/j.jval.2020.04.1825,2020,EVIDENCE_SYNTHESIS,"Important clinical areas such as Hodgkin lymphoma were covered by relatively few studies, patients and identified HSUVs.",
P0893cdb25bdf:LIM1,P0893cdb25bdf:S1,doi:10.1016/j.jval.2024.02.018,10.1016/j.jval.2024.02.018,2024,EVIDENCE_SYNTHESIS,"The limited evidence base, especially the evidence gaps in Africa and South Asia, limits generalizability. Differences in language versions, design factors, and sample health status could not be analyzed because data were unavailable or insufficient.",
P0893cdb25bdf:LIM2,P0893cdb25bdf:S1,doi:10.1016/j.jval.2024.02.018,10.1016/j.jval.2024.02.018,2024,EVIDENCE_SYNTHESIS,"Fifteen articles used both EQ-5D versions but did not report administration order, so order effects could not be considered.",
P0893cdb25bdf:LIM3,P0893cdb25bdf:S1,doi:10.1016/j.jval.2024.02.018,10.1016/j.jval.2024.02.018,2024,EVIDENCE_SYNTHESIS,EQ-5D-5L studies were generally more recent than EQ-5D-3L studies; unaddressed cultural changes over time could create temporal bias.,
P0893cdb25bdf:LIM4,P0893cdb25bdf:S1,doi:10.1016/j.jval.2024.02.018,10.1016/j.jval.2024.02.018,2024,EVIDENCE_SYNTHESIS,"The restriction to English-language publications can cause language bias, omit relevant studies, and limit generalizability to non-English-speaking populations.",
P08961cd245d3:lim1,P08961cd245d3:s1,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001,2025,EVIDENCE_SYNTHESIS,"The search had no time restriction, so the evidence combined methods used across decades in which patient-reported outcome analysis practice changed.",
P08961cd245d3:lim2,P08961cd245d3:s1,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001,2025,EVIDENCE_SYNTHESIS,"Clinical trial reports often gave little space to statistical methods and nonprimary EQ-5D results; missing details about covariates, correlation structures, baseline adjustment, and imputation could make the reported frequencies underestimates.",
P08961cd245d3:lim3,P08961cd245d3:s1,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001,2025,EVIDENCE_SYNTHESIS,"EQ-5D was often absent from titles, abstracts, and keywords, which could reduce database-search sensitivity, and nonsignificant exploratory EQ-5D results could be subject to publication bias.",
