product_id,study_id,publication_id,doi,publication_year,product,product_type,status,development_state,validation_state,deployment_state,approval_state,n_scoring_uses
P278ebdbd9b85:PR1,P278ebdbd9b85:S1,doi:10.1007/s40258-022-00754-9,10.1007/s40258-022-00754-9,2022,"2012-2014 EQ-5D-5L health inequality baseline data for Barbados, Belize, Colombia, Jamaica, and Trinidad and Tobago",POPULATION_REFERENCE_DATA,DEVELOPMENT:Produced and reported,Produced and reported,,,,0
P281e1d68a4ab:prod1,P281e1d68a4ab:study1,doi:10.1016/j.jval.2026.06.021,10.1016/j.jval.2026.06.021,2026,"Preliminary EQ-5D-5L bolt-on item wordings for dietary restrictions, fatigue, social participation, and gastrointestinal symptoms",INSTRUMENT_VERSION,"DEVELOPMENT:Four preliminary item wordings generated by GPT-4o; not final bolt-ons ready for use | VALIDATION:Not validated; further patient input, cognitive debriefing, translatability testing, and psychometric validation are required",Four preliminary item wordings generated by GPT-4o; not final bolt-ons ready for use,"Not validated; further patient input, cognitive debriefing, translatability testing, and psychometric validation are required",,,0
P2939d69f0c80:PROD1,P2939d69f0c80:S1,doi:10.1016/j.ssmqr.2024.100398,10.1016/j.ssmqr.2024.100398,2024,Self-Perceived Burden Global Item,INSTRUMENT_VERSION,DEVELOPMENT:New global item wording and a preferred severity response scale were selected through cognitive debriefing of five candidates. | VALIDATION:Face and content validity were explored in 19 US interview participants; psychometric testing remains necessary.,New global item wording and a preferred severity response scale were selected through cognitive debriefing of five candidates.,Face and content validity were explored in 19 US interview participants; psychometric testing remains necessary.,,,0
P2a585bd1b140:PR_eqvt,P2a585bd1b140:S1,doi:10.1016/j.jval.2014.04.002,10.1016/j.jval.2014.04.002,2014,EQ-VT,SOFTWARE_OR_DECISION_SUPPORT,,,,,,0
P2a585bd1b140:PR_prot,P2a585bd1b140:S1,doi:10.1016/j.jval.2014.04.002,10.1016/j.jval.2014.04.002,2014,EQ-5D-5L valuation protocol,PROTOCOL,"DEPLOYMENT:Valuation studies have already been undertaken for Canada, China, England, The Netherlands and Spain; more studies are in the process of development",,,"Valuation studies have already been undertaken for Canada, China, England, The Netherlands and Spain; more studies are in the process of development",,0
P2b751a90c22f:P1,P2b751a90c22f:S1,doi:10.1136/bmjopen-2023-077256,10.1136/bmjopen-2023-077256,2023,United States EQ-5D-Y-3L experience-scale value set,VALUE_SET,DEVELOPMENT:Planned: values will be estimated once the survey is fielded; not yet produced,Planned: values will be estimated once the survey is fielded; not yet produced,,,,1
P2b751a90c22f:P2,P2b751a90c22f:S1,doi:10.1136/bmjopen-2023-077256,10.1136/bmjopen-2023-077256,2023,United States child-health experience-scale DCE valuation protocol,PROTOCOL,"DEVELOPMENT:Published protocol, approved as exempt by the Advarra IRB (Pro00072276, 27 June 2023) and ready for fielding","Published protocol, approved as exempt by the Advarra IRB (Pro00072276, 27 June 2023) and ready for fielding",,,,0
P2bc484f08d4a:product_framework,P2bc484f08d4a:study_main,doi:10.1177/0272989x251380556,10.1177/0272989x251380556,2025,Framework of sources and propagation pathways for uncertainty in health state values,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Comprehensive account developed and reported in this article,Comprehensive account developed and reported in this article,,,,0
P2be05b912ff6:PROD1,P2be05b912ff6:S1,doi:10.1177/0272989x241241328,10.1177/0272989x241241328,2024,Canadian multiply imputed EQ-5D-5L value sets,VALUE_SET,"DEVELOPMENT:Created as 100 posterior draws, each containing utilities for all 3,125 EQ-5D-5L health states","Created as 100 posterior draws, each containing utilities for all 3,125 EQ-5D-5L health states",,,,2
P2be05b912ff6:PROD2,P2be05b912ff6:S1,doi:10.1177/0272989x241241328,10.1177/0272989x241241328,2024,R package to score EQ-5D-5L data with the imputed value sets and pool results,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Provided with installation and use examples in the appendix,,,Provided with installation and use examples in the appendix,,0
P2be05b912ff6:PROD3,P2be05b912ff6:S1,doi:10.1177/0272989x241241328,10.1177/0272989x241241328,2024,Code to construct multiply imputed value sets with state-level misspecification,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Provided in Appendix 3 for use by other researchers,,,Provided in Appendix 3 for use by other researchers,,0
P2ce964bf6191:product_guidance,P2ce964bf6191:study_1,doi:10.1007/s11136-025-03990-3,10.1007/s11136-025-03990-3,2025,P-PROM ROCK Phase 1 implementation design guidance,IMPLEMENTATION_GUIDANCE,"DEVELOPMENT:Phase 1 barriers, enablers, and design priorities were produced to inform Phase 2 co-design.","Phase 1 barriers, enablers, and design priorities were produced to inform Phase 2 co-design.",,,,0
P2d524dc2d308:PR1,P2d524dc2d308:S1,doi:10.1002/ppul.71031,10.1002/ppul.71031,2025,EQ-5D-Y pediatric asthma child and caregiver reporting dataset (Mendeley Data V1; DOI 10.17632/zgdmpvkvz3.1),DATASET,"DEPLOYMENT:Openly available in Mendeley Data, version 1",,,"Openly available in Mendeley Data, version 1",,0
P3172d43cb5a1:prod1,P3172d43cb5a1:s1,doi:10.1186/s41687-024-00761-5,10.1186/s41687-024-00761-5,2024,Chichewa (Malawi) PedsQL 4.0 Generic Core Scales child self-report,INSTRUMENT_VERSION,APPROVAL:Pre-final Chichewa version approved before psychometric administration. | DEVELOPMENT:Cross-culturally adapted after translation and cognitive interviews; six items across the versions required adaptation. | VALIDATION:Psychometric results were promising in some domains and mixed in others; use with caution in Malawi.,Cross-culturally adapted after translation and cognitive interviews; six items across the versions required adaptation.,Psychometric results were promising in some domains and mixed in others; use with caution in Malawi.,,Pre-final Chichewa version approved before psychometric administration.,0
P3172d43cb5a1:prod2,P3172d43cb5a1:s1,doi:10.1186/s41687-024-00761-5,10.1186/s41687-024-00761-5,2024,Chichewa (Malawi) PedsQL 4.0 Generic Core Scales teen self-report,INSTRUMENT_VERSION,APPROVAL:Pre-final Chichewa version approved before psychometric administration. | DEVELOPMENT:Cross-culturally adapted after translation and cognitive interviews; six items across the versions required adaptation. | VALIDATION:Psychometric results were promising in some domains and mixed in others; use with caution in Malawi.,Cross-culturally adapted after translation and cognitive interviews; six items across the versions required adaptation.,Psychometric results were promising in some domains and mixed in others; use with caution in Malawi.,,Pre-final Chichewa version approved before psychometric administration.,0
P31ae298aa33f:product_framework,P31ae298aa33f:study1,doi:10.1186/s12955-021-01858-x,10.1186/s12955-021-01858-x,2021,Thematic framework of adult public perspectives and priorities in child-health valuation,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Developed from 27 themes grouped into eight categories and three superordinate topics,Developed from 27 themes grouped into eight categories and three superordinate topics,,,,0
P31ff012c0beb:PROD_EQHWBS_IT,P31ff012c0beb:S1,doi:10.1186/s41687-024-00706-y,10.1186/s41687-024-00706-y,2024,Draft Italian experimental self-administered EQ-HWB-S version preceding version 1.0,INSTRUMENT_VERSION,"DEVELOPMENT:Italian short version prepared and evaluated as the nine-item short form of the translated draft EQ-HWB | VALIDATION:Acceptable face and content validity in the mixed Italian sample; its items were less often endorsed as problematic, but some Italian response-option and item-priority issues remained",Italian short version prepared and evaluated as the nine-item short form of the translated draft EQ-HWB,"Acceptable face and content validity in the mixed Italian sample; its items were less often endorsed as problematic, but some Italian response-option and item-priority issues remained",,,0
P31ff012c0beb:PROD_EQHWB_IT,P31ff012c0beb:S1,doi:10.1186/s41687-024-00706-y,10.1186/s41687-024-00706-y,2024,Draft Italian experimental self-administered EQ-HWB version preceding version 1.0,INSTRUMENT_VERSION,"DEVELOPMENT:Translated from English to Italian with two parallel forward and backward translations, reconciliation, external independent review, and study-team approval | VALIDATION:Acceptable face and content validity in the mixed Italian sample, with minor wording, interpretation, acceptability, and response-option issues that can inform adaptation","Translated from English to Italian with two parallel forward and backward translations, reconciliation, external independent review, and study-team approval","Acceptable face and content validity in the mixed Italian sample, with minor wording, interpretation, acceptability, and response-option issues that can inform adaptation",,,0
P3269bc00615f:PRD1,P3269bc00615f:STU1,doi:10.1016/j.zefq.2019.05.011,10.1016/j.zefq.2019.05.011,2019,German EQ-5D-Y-5L descriptive system (beta version) with five response levels per dimension,INSTRUMENT_VERSION,"DEVELOPMENT:Beta version (Status: Beta Version, shown in Figure 1); psychometric properties and value sets still to be developed","Beta version (Status: Beta Version, shown in Figure 1); psychometric properties and value sets still to be developed",,,,0
P3269bc00615f:PRD2,P3269bc00615f:STU1,doi:10.1016/j.zefq.2019.05.011,10.1016/j.zefq.2019.05.011,2019,"German EQ-5D-Y-4L descriptive system with four response levels per dimension, provided in the electronic appendix",INSTRUMENT_VERSION,"DEVELOPMENT:Developed and pilot tested but not taken forward, because participants clearly preferred the five-level version","Developed and pilot tested but not taken forward, because participants clearly preferred the five-level version",,,,0
P32b9b8ac1bf0:PR1,P32b9b8ac1bf0:S1,doi:10.1016/j.jval.2023.08.013,10.1016/j.jval.2023.08.013,2023,"Australian quality-adjusted life expectancy and life expectancy estimates from birth by sex and geographic remoteness area, undiscounted and discounted at 3% and 5%",POPULATION_REFERENCE_DATA,,,,,,0
P3319159056bb:PRD1,P3319159056bb:S1,doi:10.1007/s11136-025-04061-3,10.1007/s11136-025-04061-3,2025,"Study data, code, and materials on Open Science Framework",DATASET,"DEPLOYMENT:The data, code, and other study materials will be made available at osf.io/4jzwf/",,,"The data, code, and other study materials will be made available at osf.io/4jzwf/",,0
P331d417da70a:P1,P331d417da70a:S1,doi:10.1016/j.socscimed.2022.115474,10.1016/j.socscimed.2022.115474,2022,Framework distinguishing within-dimensional and cross-dimensional effects of health experience on health-state valuation,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Proposed and empirically illustrated,Proposed and empirically illustrated,,,,0
P34641e0e4fa3:prod1,P34641e0e4fa3:s1,doi:10.1007/s11136-026-04195-y,10.1007/s11136-026-04195-y,2026,Nepal (Simplified Nepali) EQ-5D-5L Paper Interviewer-Administered version,INSTRUMENT_VERSION,DEVELOPMENT:Final version developed after changes from the ranking exercise and cognitive-debriefing interviews and proofread by a native Nepali team member | VALIDATION:Adapted wording was cognitively tested; subsequent interviews indicated improved understanding,Final version developed after changes from the ranking exercise and cognitive-debriefing interviews and proofread by a native Nepali team member,Adapted wording was cognitively tested; subsequent interviews indicated improved understanding,,,0
P34641e0e4fa3:prod2,P34641e0e4fa3:s1,doi:10.1007/s11136-026-04195-y,10.1007/s11136-026-04195-y,2026,Nepal (Simplified Nepali) EQ-5D-5L Digital Interviewer-Administered version,INSTRUMENT_VERSION,DEVELOPMENT:Final version developed after changes from the ranking exercise and cognitive-debriefing interviews and proofread by a native Nepali team member | VALIDATION:Adapted wording was cognitively tested; subsequent interviews indicated improved understanding,Final version developed after changes from the ranking exercise and cognitive-debriefing interviews and proofread by a native Nepali team member,Adapted wording was cognitively tested; subsequent interviews indicated improved understanding,,,0
P34641e0e4fa3:prod3,P34641e0e4fa3:s1,doi:10.1007/s11136-026-04195-y,10.1007/s11136-026-04195-y,2026,Nepal EQ-5D-5L interpretation guide,IMPLEMENTATION_GUIDANCE,"DEVELOPMENT:Created from cognitive-debriefing interpretations of the five dimensions and severity levels, with age- and gender-specific meanings","Created from cognitive-debriefing interpretations of the five dimensions and severity levels, with age- and gender-specific meanings",,,,0
P3614355ca2f1:prod_data1,P3614355ca2f1:s1,doi:10.1007/s10198-024-01669-z,10.1007/s10198-024-01669-z,2024,Mendeley study dataset DOI 10.17632/bdnrj3fsyx.1,DATASET,DEPLOYMENT:Openly available in Mendeley Data,,,Openly available in Mendeley Data,,0
P3614355ca2f1:prod_data2,P3614355ca2f1:s1,doi:10.1007/s10198-024-01669-z,10.1007/s10198-024-01669-z,2024,Mendeley study dataset DOI 10.17632/793w7k59c3.1,DATASET,DEPLOYMENT:Openly available in Mendeley Data,,,Openly available in Mendeley Data,,0
P362be7fa8a06:PROD1,P362be7fa8a06:S1,doi:10.2196/55267,10.2196/55267,2024,Framework of design components for clinical dashboards incorporating PROMs,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Developed: 25 components organized into four main concepts | VALIDATION:Not evaluated in a real-world clinical setting,Developed: 25 components organized into four main concepts,Not evaluated in a real-world clinical setting,,,0
P371ccbf7c0d5:PROD1,P371ccbf7c0d5:S1,doi:10.1016/j.jval.2021.03.009,10.1016/j.jval.2021.03.009,2021,Van Hout–Shaw EQ-5D-3L to EQ-5D-5L mapping algorithm,MAPPING_FUNCTION,DEVELOPMENT:Developed and recommended for interim use,Developed and recommended for interim use,,,,0
P371ccbf7c0d5:PROD2,P371ccbf7c0d5:S1,doi:10.1016/j.jval.2021.03.009,10.1016/j.jval.2021.03.009,2021,R program for applying the Van Hout–Shaw mapping algorithm to EQ-5D-5L value sets,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Freely accessible and adaptable to other EQ-5D-5L value sets,,,Freely accessible and adaptable to other EQ-5D-5L value sets,,0
