use_id,study_id,publication_id,doi,publication_year,part_id,use_type,source_label,canonical_label,registry_id,parent_registry_id,parent_label,variant_kind,language_code,jurisdiction,version,respondent_form,context,function,analytic_role
P00957738e538:PRU1,P00957738e538:S1,doi:10.1007/s11136-021-02804-6,10.1007/s11136-021-02804-6,2021,P00957738e538:P1,Protocol,Study-adapted EuroQol EQ-5D-5L valuation protocol for EQ-5D-3L,Study-adapted EuroQol EQ-5D-5L valuation protocol for EQ-5D-3L,protocol:study-adapted-euroqol-eq-5d-5l-valuation-protocol-for-eq-5d-3l,,,,,,,,DIRECT_CURRENT_ACTIVITY,VALUATION_PROTOCOL,
P00957738e538:PRU2,P00957738e538:S1,doi:10.1007/s11136-021-02804-6,10.1007/s11136-021-02804-6,2021,P00957738e538:P1,Protocol,EQ-5D-5L valuation quality-control process,EQ-5D-5L valuation quality-control process,protocol:eq-5d-5l-valuation-qc-2017,,,PROTOCOL_VERSION,,,2017,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL_PROTOCOL,
P00957738e538:SU1,P00957738e538:S1,doi:10.1007/s11136-021-02804-6,10.1007/s11136-021-02804-6,2021,P00957738e538:P1,Software,EuroQol Portable Valuation Technology,EuroQol Portable Valuation Technology,software:eq-pvt,,,,,,,,DIRECT_CURRENT_ACTIVITY,VALUATION_ADMINISTRATION,
P00957738e538:SU2,P00957738e538:S1,doi:10.1007/s11136-021-02804-6,10.1007/s11136-021-02804-6,2021,P00957738e538:P1,Software,EuroQol Portable Valuation Technology,EuroQol Portable Valuation Technology,software:eq-pvt,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_COLLECTION,
P00957738e538:SU3,P00957738e538:S1,doi:10.1007/s11136-021-02804-6,10.1007/s11136-021-02804-6,2021,,Software,STATA,STATA,software:stata,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P00957738e538:SU4,P00957738e538:S1,doi:10.1007/s11136-021-02804-6,10.1007/s11136-021-02804-6,2021,,Software,R,R,software:r,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P010b702a1a0b:inst_eqvas,P010b702a1a0b:study_1,doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS_TARGET,
P010b702a1a0b:meth_cite,P010b702a1a0b:study_1,doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,P010b702a1a0b:part_pub,Method,Citation searching,Citation searching,method:citation-searching,,,,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_IDENTIFICATION,
P010b702a1a0b:meth_interview,P010b702a1a0b:study_1,doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,P010b702a1a0b:part_expert,Method,interview,interview,method:interview,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_DATA_COLLECTION,
P010b702a1a0b:meth_narr,P010b702a1a0b:study_1,doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,,Method,Narrative synthesis,Narrative synthesis,method:narrative-synthesis,,,,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_SYNTHESIS,
P010b702a1a0b:meth_review,P010b702a1a0b:study_1,doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,,Method,literature review,literature review,method:literature-review,,,,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_SYNTHESIS,
P010b702a1a0b:meth_screen,P010b702a1a0b:study_1,doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,P010b702a1a0b:part_pub,Method,Independent dual screening,Independent dual screening,method:independent-dual-screening,,,INTEGRATED_WORKFLOW,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_IDENTIFICATION,
P012214c3cce2:instrument_1,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Instrument,EQ-HWB-S,EQ-HWB-S,instrument:eq-hwb-s,instrument:eq-hwb,EQ-HWB,FORM_VERSION,,,SHORT,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P012214c3cce2:instrument_2,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Instrument,EQ-HWB-S,EQ-HWB-S,instrument:eq-hwb-s,instrument:eq-hwb,EQ-HWB,FORM_VERSION,,,SHORT,,DIRECT_CURRENT_ACTIVITY,VALUATION_TARGET,
P012214c3cce2:instrument_3,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P012214c3cce2:method_1,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,Online Personal Utility Function elicitation,Online Personal Utility Function elicitation,method:online-personal-utility-function-elicitation,,,,,,,,CURRENT_STUDY_OBJECT,PREFERENCE_ELICITATION,
P012214c3cce2:method_10,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,Data-saturation assessment,Data-saturation assessment,method:data-saturation-assessment,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P012214c3cce2:method_2,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,Cognitive think-aloud interview,Cognitive think-aloud interview,method:cognitive-think-aloud-interview,method:think-aloud,think aloud,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_DATA_COLLECTION,
P012214c3cce2:method_3,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,probing,probing,method:probing,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_DATA_COLLECTION,
P012214c3cce2:method_4,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,Framework analysis,Framework analysis,method:framework-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_ANALYSIS,
P012214c3cce2:method_5,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,Ranking task,Ranking task,method:ranking-task,,,,,,,,CURRENT_STUDY_OBJECT,PREFERENCE_ELICITATION,
P012214c3cce2:method_6,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,Swing weighting,Swing weighting,method:swing-weighting,,,,,,,,CURRENT_STUDY_OBJECT,PREFERENCE_ELICITATION,
P012214c3cce2:method_7,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,VAS,VAS,method:vas,,,,,,,,CURRENT_STUDY_OBJECT,PREFERENCE_ELICITATION,
P012214c3cce2:method_8,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,Paired comparison,Paired comparison,method:paired-comparison,,,,,,,,CURRENT_STUDY_OBJECT,PREFERENCE_ELICITATION,
P012214c3cce2:method_9,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Method,Location-of-dead anchoring,Location-of-dead anchoring,method:location-of-dead,,,,,,,,CURRENT_STUDY_OBJECT,PREFERENCE_ELICITATION,
P012214c3cce2:protocol_1,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Protocol,COREQ,COREQ,protocol:coreq,,,,,,,,DIRECT_CURRENT_ACTIVITY,REPORTING_GUIDELINE,
P012214c3cce2:software_1,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Software,OPUF online survey platform,OPUF online survey platform,software:opuf-online-platform,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_COLLECTION,
P012214c3cce2:software_2,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Software,Google Meet,Google Meet,software:google-meet,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_COLLECTION,
P012214c3cce2:software_3,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Software,Microsoft Word,Microsoft Word,software:microsoft-word,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_ANALYSIS,
P012214c3cce2:software_4,P012214c3cce2:study_1,doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,,Software,Microsoft Excel,Microsoft Excel,software:microsoft-excel,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_ANALYSIS,
P02434cacc68a:IU1,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Instrument,EQ-HWB-S,EQ-HWB-S,instrument:eq-hwb-s,instrument:eq-hwb,EQ-HWB,FORM_VERSION,,,SHORT,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
P02434cacc68a:IU2,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P02434cacc68a:IU3,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P02434cacc68a:MO1,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Model,Monotone homogeneity model,Monotone homogeneity model,model:monotone-homogeneity,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P02434cacc68a:MO2,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Model,Exploratory factor analysis,Exploratory factor analysis,model:exploratory-factor-analysis,,,FACTOR_MODEL,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,COMPARATOR
P02434cacc68a:MO3,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Model,Multivariate linear regression model,Multivariate linear regression model,model:multivariate-linear-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P02434cacc68a:MU1,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Mokken scale analysis,Mokken scale analysis,method:mokken-scale-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:MU10,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Spearman's rank correlation,Spearman's rank correlation,method:spearman-rank-correlation,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:MU11,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Mann-Whitney U test,Mann-Whitney U test,method:mann-whitney-u-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P02434cacc68a:MU12,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Linear regression analysis,Linear regression analysis,method:linear-regression-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P02434cacc68a:MU2,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Automated item selection procedure,Automated item selection procedure,method:automated-item-selection,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:MU3,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Loevinger H coefficient,Loevinger H coefficient,method:loevinger-h,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:MU4,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Manifest monotonicity,Manifest monotonicity,method:manifest-monotonicity,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:MU5,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Manifest invariant item ordering,Manifest invariant item ordering,method:manifest-invariant-item-ordering,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:MU6,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Exploratory factor analysis,Exploratory factor analysis,method:exploratory-factor-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:MU7,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P02434cacc68a:MU8,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Cronbach’s alpha,Cronbach’s alpha,method:cronbachs-alpha,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:MU9,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Method,Guttman's lambda-2,Guttman's lambda-2,method:guttmans-lambda-2,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P02434cacc68a:PDU1,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Product,Level sum score,Level sum score,product:level-sum-score,,,PRODUCT_VERSION,,,,,CURRENT_STUDY_OBJECT,ANALYSIS_OBJECT,
P02434cacc68a:SW1,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Software,Microsoft Excel,Microsoft Excel,software:microsoft-excel,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_MANAGEMENT,
P02434cacc68a:SW2,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Software,STATA,STATA,software:stata,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P02434cacc68a:SW3,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Software,R,R,software:r,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P02434cacc68a:SW4,P02434cacc68a:S1,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,2024,,Software,mokken R package,mokken R package,software:r-mokken,,,,,,,,DIRECT_CURRENT_ACTIVITY,MODEL_IMPLEMENTATION,
P0267f1a39279:MU1,P0267f1a39279:S1,doi:10.1007/s12471-022-01677-9,10.1007/s12471-022-01677-9,2022,,Method,literature review,literature review,method:literature-review,,,,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_IDENTIFICATION,
P0267f1a39279:MU2,P0267f1a39279:S1,doi:10.1007/s12471-022-01677-9,10.1007/s12471-022-01677-9,2022,,Method,Narrative synthesis,Narrative synthesis,method:narrative-synthesis,,,,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_SYNTHESIS,
P0267f1a39279:PRU1,P0267f1a39279:S1,doi:10.1007/s12471-022-01677-9,10.1007/s12471-022-01677-9,2022,,Product,COVID-19 mRNA vaccines,COVID-19 mRNA vaccines,product:covid-19-mrna-vaccines,,,,,,,,CURRENT_STUDY_OBJECT,ANALYSIS_OBJECT,
P0267f1a39279:PRU2,P0267f1a39279:S1,doi:10.1007/s12471-022-01677-9,10.1007/s12471-022-01677-9,2022,,Product,Comirnaty,Comirnaty,product:comirnaty,,,,,,,,CURRENT_STUDY_OBJECT,COMPARATOR,
P0267f1a39279:PRU3,P0267f1a39279:S1,doi:10.1007/s12471-022-01677-9,10.1007/s12471-022-01677-9,2022,,Product,Spikevax,Spikevax,product:spikevax,,,,,,,,CURRENT_STUDY_OBJECT,COMPARATOR,
P028e859a3a23:IU1,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,VALUATION_TARGET,
P028e859a3a23:IU2,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,HEALTH_STATE_DESCRIPTION,
P028e859a3a23:IU3,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P028e859a3a23:IU4,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P028e859a3a23:IU5,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,DISCUSSION_ONLY,COMPARATOR,
P028e859a3a23:MO1,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Model,Heteroskedastic Tobit model,Heteroskedastic Tobit model,model:heteroskedastic-tobit,model:tobit,Tobit model,MODEL_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P028e859a3a23:MU1,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,cTTO,cTTO,method:ctto,method:tto,TTO,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P028e859a3a23:MU10,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,Formal cTTO task-time quality control,Formal cTTO task-time quality control,method:formal-ctto-task-time-quality-control,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P028e859a3a23:MU11,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,cTTO logical-inconsistency quality control,cTTO logical-inconsistency quality control,method:ctto-logical-inconsistency-quality-control,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P028e859a3a23:MU12,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,Lead-time TTO,Lead-time TTO,method:lead-time-tto,method:tto,TTO,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P028e859a3a23:MU2,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,DCE without duration,DCE without duration,method:dce-without-duration,method:dce,DCE,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P028e859a3a23:MU3,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,Quota sampling,Quota sampling,method:quota-sampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,SAMPLING,
P028e859a3a23:MU4,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,Face-to-face interview,Face-to-face interview,method:face-to-face-interview,method:interview,interview,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
P028e859a3a23:MU5,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,Fedorov's exchange algorithm,Fedorov's exchange algorithm,method:fedorov-exchange-algorithm,,,,,,,,DIRECT_CURRENT_ACTIVITY,EXPERIMENTAL_DESIGN,
P028e859a3a23:MU6,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P028e859a3a23:MU7,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,feedback module for C-TTO tasks,feedback module for C-TTO tasks,method:feedback-module-for-c-tto-tasks,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P028e859a3a23:MU8,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,Lead-time TTO explanation quality control,Lead-time TTO explanation quality control,method:lead-time-tto-explanation-quality-control,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P028e859a3a23:MU9,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Method,Wheelchair-example explanation-time quality control,Wheelchair-example explanation-time quality control,method:wheelchair-example-explanation-time-quality-control,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P028e859a3a23:PDU1,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Product,Slovenian EQ-5D-3L value set,Slovenian EQ-5D-3L value set,product:eq-5d-3l-si,,,PRODUCT_VERSION,,SI,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P028e859a3a23:PDU2,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Product,Slovenian EQ-5D-5L crosswalk value set,Slovenian EQ-5D-5L crosswalk value set,product:eq-5d-5l-si-crosswalk,,,PRODUCT_VERSION,,SI,crosswalk,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P028e859a3a23:PDU3,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Product,Hungarian EQ-5D-5L value set (2020),Hungarian EQ-5D-5L value set (2020),product:eq-5d-5l-hu-2020,,,PRODUCT_VERSION,,HU,2020,,DISCUSSION_ONLY,COMPARATOR,
P028e859a3a23:PDU4,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Product,Polish EQ-5D-5L value set,Polish EQ-5D-5L value set,product:eq-5d-5l-pl,,,PRODUCT_VERSION,,PL,5L,,DISCUSSION_ONLY,COMPARATOR,
P028e859a3a23:PDU5,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Product,Romanian EQ-5D-5L value set,Romanian EQ-5D-5L value set,product:eq-5d-5l-ro,,,PRODUCT_VERSION,,RO,,,DISCUSSION_ONLY,COMPARATOR,
P028e859a3a23:PR1,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Protocol,EQ-VT 2.1,EQ-VT 2.1,protocol:eq-vt-2-1,protocol:eq-vt,EQ-VT,PROTOCOL_VERSION,,,2.1,,DIRECT_CURRENT_ACTIVITY,VALUATION_PROTOCOL,
P028e859a3a23:SU1,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Software,EQ-VT 2.1,EQ-VT 2.1,software:eq-vt-2-1,software:eq-vt,EuroQol Valuation Technology,SOFTWARE_VERSION,,,2.1,,DIRECT_CURRENT_ACTIVITY,VALUATION_ADMINISTRATION,
P028e859a3a23:SU2,P028e859a3a23:S1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,,Software,R 4.0.2,R 4.0.2,software:r-4-0-2,software:r,R,SOFTWARE_VERSION,,,4.0.2,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P0295f92e9c13:iu_eq5dy5l,P0295f92e9c13:study_1,doi:10.1136/bmjopen-2024-097598,10.1136/bmjopen-2024-097598,2025,P0295f92e9c13:part_quant,Instrument,EQ-5D-Y-5L,EQ-5D-Y-5L,instrument:eq-5d-y-5l,instrument:eq-5d-y,EQ-5D-Y,LEVEL_VERSION,,,5L,YOUTH,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P0295f92e9c13:iu_eq5dy5l_target,P0295f92e9c13:study_1,doi:10.1136/bmjopen-2024-097598,10.1136/bmjopen-2024-097598,2025,P0295f92e9c13:part_quant,Instrument,EQ-5D-Y-5L,EQ-5D-Y-5L,instrument:eq-5d-y-5l,instrument:eq-5d-y,EQ-5D-Y,LEVEL_VERSION,,,5L,YOUTH,DIRECT_CURRENT_ACTIVITY,HEALTH_STATE_DESCRIPTION,
P0295f92e9c13:iu_eqvas,P0295f92e9c13:study_1,doi:10.1136/bmjopen-2024-097598,10.1136/bmjopen-2024-097598,2025,P0295f92e9c13:part_quant,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P0295f92e9c13:mu_content,P0295f92e9c13:study_1,doi:10.1136/bmjopen-2024-097598,10.1136/bmjopen-2024-097598,2025,P0295f92e9c13:part_qual,Method,content analysis,content analysis,method:content-analysis,,,,,,,,PLANNED_ACTIVITY,QUALITATIVE_ANALYSIS,
P0295f92e9c13:mu_dce,P0295f92e9c13:study_1,doi:10.1136/bmjopen-2024-097598,10.1136/bmjopen-2024-097598,2025,P0295f92e9c13:part_quant,Method,DCE,DCE,method:dce,,,,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P0295f92e9c13:mu_descriptive,P0295f92e9c13:study_1,doi:10.1136/bmjopen-2024-097598,10.1136/bmjopen-2024-097598,2025,P0295f92e9c13:part_quant,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,PLANNED_ACTIVITY,QUANTITATIVE_ANALYSIS,
