study_id,publication_id,doi,publication_year,study_ordinal,label,primary_research_family,execution_status,source_status,purposes,countries,component_approach,temporal_structure,comparison_structure,allocation_structure,synthesis_design,mixed_method_integration,project_ids,n_parts,n_instrument_uses,n_method_uses,n_findings,n_limitations,n_products
P0fcc839959a9:S1,doi:10.1007/s11897-024-00686-6,10.1007/s11897-024-00686-6,2024,1,Development and psychometric testing of alternative EQ-5D-5L recall periods and response descriptors in obstructive airway diseases,INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT | MEASUREMENT_PROPERTY_EVALUATION | TRANSLATION_AND_CULTURAL_ADAPTATION,Singapore,,,,,,SEQUENTIAL,69-RA,2,16,12,7,7,4
P1005d07096bd:S1,doi:10.1007/s40273-023-01333-z,10.1007/s40273-023-01333-z,2024,1,Development and initial testing of the RETRIEVE child HRQoL valuation reporting checklists,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Australia | Canada | Singapore | Spain | United Kingdom,,,,,,,,4,2,5,6,6,3
P1036d20a6ccb:st1,doi:10.1177/0272989x21999607,10.1177/0272989x21999607,2021,1,UK adult and adolescent EQ-5D-Y-3L discrete choice comparison,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,2016630 | 2016631,2,5,8,9,4,0
P10c2b5a4275d:S1,doi:10.1007/s10198-025-01769-4,10.1007/s10198-025-01769-4,2025,1,German test-retest reliability study of OPUF valuation for EQ-HWB-S,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,1508-RA,0,4,9,8,5,0
P10d3601b9416:st1,doi:10.1007/s11136-024-03737-6,10.1007/s11136-024-03737-6,2024,1,Psychometric performance of EQ-5D-5L in Australian informal caregivers of people with dementia,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,1481-PHD,0,3,7,8,7,0
P1139e670202d:S1,doi:10.1016/j.jval.2023.08.006,10.1016/j.jval.2023.08.006,2023,1,Robustness of the German EQ-5D-5L value set for respondents with self-reported health impairments: secondary analysis of the German EQ-5D-5L valuation study,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON,Germany,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,20180260,0,3,8,9,6,1
P11439ac3b145:S1,doi:10.1186/s12955-022-01989-9,10.1186/s12955-022-01989-9,2022,1,Dutch EQ-5D-5L heteroskedasticity and preference-heterogeneity case study,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,139-RA,0,2,8,8,7,1
P11775ac860ad:S1,doi:10.1007/s40273-018-0647-0,10.1007/s40273-018-0647-0,2018,1,Head-to-head discrete choice comparison of EQ-5D-3L and EQ-5D-5L health values in the Dutch general population,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,RANDOMIZED,,,2014150,0,2,9,6,3,0
P12348f55c3ff:s1,doi:10.1016/j.jval.2024.02.016,10.1016/j.jval.2024.02.016,2024,1,Psychometric evaluation of the EQ-5D-Y-5L in children with intellectual disability,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Australia,QUANTITATIVE_EMPIRICAL,,,NOT_APPLICABLE,,,429-RA,2,10,8,6,6,0
P12cd5f0b8754:S1,doi:10.1007/s11136-022-03312-x,10.1007/s11136-022-03312-x,2023,1,"Exploratory analysis of what the composite single-item EQ-5D-5L pain/discomfort dimension measures, compared with five separate pain and discomfort items from the Australian EQ-HWB psychometric survey",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT | WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,,0,6,7,8,6,0
P133e55e53d10:study_eqtips_expert,doi:10.1007/s11136-025-04150-3,10.1007/s11136-025-04150-3,2026,1,Expert consultation on EQ-TIPS Version 2.0 content validity and conceptual challenges,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT,,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,,0,1,3,8,6,0
P136d36c3e16e:s1,doi:10.1186/s41687-025-00928-8,10.1186/s41687-025-00928-8,2025,1,Psychometric evaluation of Amharic EQ-5D-Y-3L self and proxy reports in Ethiopian pediatric inpatients,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Ethiopia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_DYAD,NOT_APPLICABLE,NOT_APPLICABLE,,436-RA,2,4,10,8,7,0
P13a50c7a151d:S1,doi:10.1007/s40273-018-0628-3,10.1007/s40273-018-0628-3,2018,1,"Comparison of the UK EQ-5D-3L, crosswalk and English EQ-5D-5L value sets using theoretical values and paired patient data",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,,0,3,9,8,4,0
P13d4bf5a47b7:S1,doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,1,"Prediction of high-need, high-cost patients with patient-reported and administrative data",APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,DECISION_SUPPORT_DEVELOPMENT | METHOD_OR_PROTOCOL_QUALITY,Canada,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,164-RA,2,7,8,7,5,0
P14ca8f994f8a:S1,doi:10.3389/fpubh.2022.917728,10.3389/fpubh.2022.917728,2022,1,Cross-country informative-prior modeling of Polish-migrant and native-Irish EQ-5D-5L valuations,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,,MODEL_BASED,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,,2,1,5,5,4,2
P14ddca58f600:S1,doi:10.1186/s12955-019-1129-6,10.1186/s12955-019-1129-6,2019,1,"Discriminative validity of EQ-5D-5L and SF-12v2 (SF-6D) in older adults with arthritis, Alberta Retired Teachers Association survey",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Canada,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,,0,7,5,6,4,2
P152337517358:S1,doi:10.1186/s41927-021-00234-y,10.1186/s41927-021-00234-y,2022,1,Colombian rheumatic disease burden study,ECONOMIC_BURDEN_RESEARCH,COMPLETED,RESULTS_REPORTED,ECONOMIC_BURDEN_ESTIMATION | METHOD_OR_PROTOCOL_QUALITY,,,,,,,,,2,2,4,10,4,1
P152946a3db1c:S1,doi:10.1186/s12955-018-0840-z,10.1186/s12955-018-0840-z,2018,1,"Cross-sectional study of the relationship between very young children's proxy-reported health (TANDI) and their primary caregivers' own health (EQ-5D-3L) in Cape Town, South Africa",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,South Africa,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NONRANDOMIZED,,,2014200,0,3,6,7,6,1
P16699e9a31fe:S1,doi:10.1016/j.jval.2025.08.017,10.1016/j.jval.2025.08.017,2025,1,Head-to-head psychometric comparison in pediatric asthma,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Singapore,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT,RANDOMIZED,NOT_APPLICABLE,,,0,8,8,6,6,0
P17580be5c802:S1,doi:10.1007/s10198-018-0955-5,10.1007/s10198-018-0955-5,2018,1,Cross-country EQ-5D-3L population norms for 20 countries,POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS | PREFERENCE_COMPARISON,Belgium | China | Denmark | France | Germany | Hungary | Italy | Netherlands | Slovenia | South Korea | Spain | Sweden | Thailand | United Kingdom | United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NONRANDOMIZED,,,,0,2,5,6,6,1
P17b407ea1c93:S1,doi:10.1186/s41687-020-00247-0,10.1186/s41687-020-00247-0,2020,1,"EQ-5D-3L health-related quality of life among Norwegian patients entering residential substance use disorder treatment, compared with a general population sample",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Norway,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,2015270,0,4,6,7,5,0
P189170c2fee8:S1,doi:10.1186/s12955-019-1139-4,10.1186/s12955-019-1139-4,2019,1,Agreement between pre-injury EQ-5D-3L and EQ-VAS recalled 1 week and 12 months post-injury in Dutch trauma patients (BIOS cohort),MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NOT_APPLICABLE,,,2016160,0,5,6,6,2,0
P18b120aff6c8:S1,doi:10.1007/s10198-013-0505-0,10.1007/s10198-013-0505-0,2013,1,Comparison of lead-time and lag-time TTO variants for valuing EQ-5D-5L health states in Buenos Aires (Argentinean arm of the EQ-5D-5L Multinational Pilot Study),METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,,,,0,3,8,6,3,0
P18c111e8979f:S1,doi:10.1016/j.jval.2018.01.002,10.1016/j.jval.2018.01.002,2018,1,"Regression analysis of social care needs, health status and well-being in older adults, Health Survey for England 2011-2012",APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,2015390,0,5,8,7,4,0
P197cf1f57e96:study1,doi:10.1007/s40273-025-01550-8,10.1007/s40273-025-01550-8,2025,1,Scoping review of collaborative engagement in health state valuation,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | EVIDENCE_SYNTHESIS | METHOD_OR_PROTOCOL_QUALITY,Australia | Canada | Japan | Netherlands | South Korea | Taiwan | United Kingdom | United States,EVIDENCE_SYNTHESIS,VARIABLE_SOURCE_TIME,BETWEEN_CONTEXT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,,1711-RA,3,0,10,8,6,1
P199150a1c838:study1,doi:10.1016/j.pmedr.2021.101514,10.1016/j.pmedr.2021.101514,2021,1,EQ-5D-5L health preferences and preventive care use in Ireland,APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | OUTCOME_DESCRIPTION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,,,,0,3,3,5,4,0
P1a0015e41d2a:study_main,doi:10.1007/s11136-026-04351-4,10.1007/s11136-026-04351-4,2026,1,Qualitative investigation of interviewer administration of EQ-5D in Nanjing population surveys,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,China,,,,,,,370-RA,2,5,5,8,6,0
P1a08daebf48e:S1,doi:10.1371/journal.pone.0329413,10.1371/journal.pone.0329413,2025,1,Spanish general-population HRQoL and QALY loss under the first COVID-19 lockdown,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,ECONOMIC_BURDEN_ESTIMATION | OUTCOME_DESCRIPTION,Spain,,,,,,,74-RA,2,4,6,7,10,0
P1a1cd119163d:study_main,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236,2022,1,Conceptual guidance for HRQoL and health-utility reporting in critical care,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | METHOD_OR_PROTOCOL_QUALITY,,CONCEPTUAL,NOT_APPLICABLE,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,,299-RA,0,5,2,4,5,1
P1c48648faab6:S1,doi:10.1002/hpm.2408,10.1002/hpm.2408,2017,1,"Bandung Neurosurgery Patient Outcomes Project, Part I: admission and pre-discharge outcomes",HEALTH_OUTCOME_RESEARCH,DATA_COLLECTION_COMPLETE,PARTIAL_RESULTS,OUTCOME_DESCRIPTION,Indonesia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,,,2015170,0,5,7,7,1,0
P1cc9f0b38eb2:s1,doi:10.1016/j.jval.2025.08.010,10.1016/j.jval.2025.08.010,2025,1,Australian vignette-based DCE of health context and ASCOT preferences,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | WITHIN_PERSON,RANDOMIZED,,,148-RA,2,4,6,5,6,0
P1d1a27cc16eb:study_main,doi:10.1186/s12891-024-07304-5,10.1186/s12891-024-07304-5,2024,1,Patient evaluation of EQ-5D-5L visualizations in an individualized total knee arthroplasty decision aid,APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,DECISION_SUPPORT_DEVELOPMENT | IMPLEMENTATION_EVALUATION,Canada,QUALITATIVE_INQUIRY | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,NONRANDOMIZED,NOT_APPLICABLE,CONVERGENT_PARALLEL,445-RA,2,2,9,10,3,1
P1d45831db1bb:S1,doi:10.1177/23814683221083839,10.1177/23814683221083839,2022,1,EQ-5D-5L sample size and model prediction accuracy study,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Netherlands | Norway | United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,2015070,0,1,5,6,6,0
P1d8b85eefffe:S1,doi:10.1007/s11136-025-04133-4,10.1007/s11136-025-04133-4,2026,1,Validation of EQ-5D-5L breathing and cognition bolt-ons after non-hospitalized COVID-19,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Norway,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,1816-RA,0,9,5,6,4,2
P1de4bedca39b:S1,doi:10.1017/s0266462326103602,10.1017/s0266462326103602,2026,1,Global survey of HTA practitioners about HRQoL evidence,APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION,,QUALITATIVE_INQUIRY | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,NOT_APPLICABLE,CONVERGENT_PARALLEL,,0,9,12,8,6,0
P1ee2d617ca61:S1,doi:10.1177/0272989x16651885,10.1177/0272989x16651885,2016,1,"Methodological framework for assessing and handling regional variation in EQ-5D-5L health state preferences, illustrated with the Canadian EQ-5D-5L valuation study",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,Canada,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_METHOD,NOT_APPLICABLE,,,2015140,0,2,9,6,3,2
P1ef2252322b4:S1,doi:10.1007/s11136-025-03917-y,10.1007/s11136-025-03917-y,2025,1,Content validity evaluation of the simplified Chinese EQ-5D-Y-3L,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION,China,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,401-RA,2,2,4,8,3,0
P1f6b4b43f6fa:s1,doi:10.1177/0272989x251407950,10.1177/0272989x251407950,2026,1,Australian adult valuation of EQ-5D-Y-5L with nonlinear DCE methods,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NONRANDOMIZED,NOT_APPLICABLE,,1888-RA,2,2,4,8,6,1
P20689af7e149:study_main,doi:10.3389/ijph.2026.1608807,10.3389/ijph.2026.1608807,2026,1,Comparison of health-related quality of life between Ukrainian refugees and the Estonian general population,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Estonia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,1987-SG,0,2,4,6,6,0
P215079a9379a:S1,doi:10.1007/s40271-021-00496-1,10.1007/s40271-021-00496-1,2021,1,Development and testing of a card-ranking method for EQ-5D-Y-5L severity qualifiers,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Indonesia | South Africa | Spain,,,,,,SEQUENTIAL,,3,2,10,8,4,1
P215f2fca1513:S1,doi:10.1016/j.jval.2024.03.002,10.1016/j.jval.2024.03.002,2024,1,"Comparative measurement properties of EQ-HWB, EQ-HWB-S, and EQ-5D-5L in Italian adults",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Italy,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,1514-RA,0,4,8,6,9,0
P2185e883790f:S1,doi:10.1007/s11136-018-1828-1,10.1007/s11136-018-1828-1,2018,1,Responsiveness of the anxiety/depression dimension of the EQ-5D-3L and EQ-5D-5L in two Canadian patient cohorts,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Canada,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,2016520,2,5,5,6,5,0
P21b08206cd9b:S1,doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,1,DEVINE Indian EQ-5D-5L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,20170520,0,3,6,7,2,1
P21eacbb47a7a:S1,doi:10.1186/s41687-021-00374-2,10.1186/s41687-021-00374-2,2021,1,Integrated approach for selecting PROMs for use in health systems,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | DECISION_SUPPORT_DEVELOPMENT,,CONCEPTUAL,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,,,96-EO,2,0,1,6,0,2
P2278cf2a5c5a:study_main,doi:10.1016/j.jval.2021.10.013,10.1016/j.jval.2021.10.013,2021,1,Spanish EQ-5D-Y-3L valuation and anchoring study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,Spain,,,,,,,,3,4,9,6,2,1
P239faea706d6:study_main,doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,1,Randomised equivalence and known-groups validity study of Shona EQ-5D-5L administration modes,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION | TRANSLATION_AND_CULTURAL_ADAPTATION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,,RANDOMIZED,,,212-RA,3,6,7,7,5,1
P23ad4ce193cf:S1,doi:10.1002/hec.4179,10.1002/hec.4179,2020,1,"Conceptual analysis of the EQ-5D social tariff as an instrument of democratic collective choice, with a proposed majority-voting reformulation of the cost-effectiveness decision rule",CONCEPTUAL_FRAMEWORK_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | VALUATION_METHOD_EVALUATION,United Kingdom,CONCEPTUAL | QUANTITATIVE_EMPIRICAL,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,,0,1,6,10,6,1
P240ce3c86e75:S1,doi:10.1177/0272989x17725748,10.1177/0272989x17725748,2017,1,Simulation study of empirical Bayes shrinkage estimators for EQ-5D-3L value sets based on 14 country valuation studies,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Canada | France | Germany | Italy | Japan | Netherlands | Poland | South Korea | Spain | Taiwan | United Kingdom | United States,MODEL_BASED,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,,,2015140,0,1,6,5,4,0
P241e75447809:study_main,doi:10.1007/s11136-026-04278-w,10.1007/s11136-026-04278-w,2026,1,"Food insecurity, psychological distress, and HRQoL in adults in Lebanon",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,,,,,,,,1696-RA,2,5,10,12,6,1
P2480f925f87e:S1,doi:10.1007/s11136-023-03381-6,10.1007/s11136-023-03381-6,2023,1,"Head-to-head comparison of sensitivity to change of EQ-5D-3L, EQ-5D-5L and HUI3 using OPTIMA trial data in people with prescription-type opioid use disorder in Canada",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Canada,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP | BETWEEN_INSTRUMENT | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,,0,10,8,7,5,0
P24ce30099a07:S1,doi:10.1007/s11136-020-02469-7,10.1007/s11136-020-02469-7,2020,1,"EQ-5D-5L valuation study in a nationally representative Vietnamese adult sample (EQ-VT 2.1, C-TTO and DCE)",VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUE_SET_DEVELOPMENT,Vietnam,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,20170220,0,4,11,9,4,1
P24dd416af1c6:st1,doi:10.1007/s00415-025-13024-0,10.1007/s00415-025-13024-0,2025,1,Longitudinal HRQoL and depressive symptoms in polyQ spinocerebellar ataxia,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,United States,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP | WITHIN_PERSON,NOT_APPLICABLE,,,349-RA,0,4,2,8,6,0
P252f13cf8d71:S1,doi:10.1007/s11136-017-1753-8,10.1007/s11136-017-1753-8,2017,1,"Longitudinal secondary analysis of predictors of self-reported EQ-5D-Y health-related quality of life in German children and adolescents with asthma, diabetes or juvenile arthritis (Kids-CAT study)",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Germany,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NONRANDOMIZED,,,2016270,0,5,5,8,6,0
P25a8a0815f71:S1,doi:10.1007/s10198-018-0993-z,10.1007/s10198-018-0993-z,2018,1,Pilot feasibility study of directly eliciting personal utility functions (PUFs) for EQ-5D in an English general public sample,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,NONRANDOMIZED,,,2014170,0,3,9,9,9,2
