project_id,project_title,principal_investigator,working_group,start_year,publication_id,doi,publication_title,publication_year,journal
20180730,Validation of the UK English version of EQ-5D-Y-5L in South Africa,Janine Verstraete,Youth,2019,doi:10.1016/j.vhri.2021.12.004,10.1016/j.vhri.2021.12.004,Comparing Measurement Properties of the English EQ-5D-Y 3-Level Version With the 5-Level Version in South Africa,2022,Value in Health Regional Issues
20180730,Validation of the UK English version of EQ-5D-Y-5L in South Africa,Janine Verstraete,Youth,2019,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,Measurement properties and responsiveness of the EQ-5D-Y-5L compared to the EQ-5D-Y-3L in children and adolescents receiving acute orthopaedic care,2022,Health and Quality of Life Outcomes
20180730,Validation of the UK English version of EQ-5D-Y-5L in South Africa,Janine Verstraete,Youth,2019,doi:10.1186/s41687-022-00480-9,10.1186/s41687-022-00480-9,"Comparison of the EQ-5D-Y-5L, EQ-5D-Y-3L and PedsQL in children and adolescents",2022,Journal of Patient-Reported Outcomes
20180740,What contributes to variations in self-reported health for the general population and for ten condition-specific patient groups in England? - An empirical analysis using repeated cross-sectional general practice data with 2.9 million patient records.,Yan Feng,Populations and Health Systems,2019,doi:10.1136/bmjopen-2024-084440,10.1136/bmjopen-2024-084440,"Heterogeneous association of health with patient and general practice characteristics by region, age and chronic condition: pooled cross-sectional study of patient-level data from England",2025,BMJ Open
20180750,Developing a value set for the child-friendly EQ-5D Health-related Quality of Life instrument EQ-5D-Y in Hong Kong,Eliza Wong,"Valuation, Youth",2019,doi:10.1016/j.jval.2025.06.008,10.1016/j.jval.2025.06.008,Comparisons of Preferences Toward EQ-5D-Y-3L Health States Between Adult Own and Child Perspectives,2025,Value in Health
20180750,Developing a value set for the child-friendly EQ-5D Health-related Quality of Life instrument EQ-5D-Y in Hong Kong,Eliza Wong,"Valuation, Youth",2019,doi:10.1186/s12955-026-02522-y,10.1186/s12955-026-02522-y,Value set of EQ-5D-Y-3L for Hong Kong,2026,Health and Quality of Life Outcomes
20180760,Health-related quality of life in patients with amputation of the lower extremity: a comparison of EQ-5D-3L and -5L performance,Emelie Heintz,"Descriptive Systems, Populations and Health Systems",2019,doi:10.1080/09638288.2021.2015628,10.1080/09638288.2021.2015628,Health-related quality of life in patients with lower limb amputation – an assessment of the measurement properties of EQ-5D-3L and EQ-5D-5L using data from the Swedish Amputation and Prosthetics Registry,2021,Disability and Rehabilitation
20180770,An EQ-5D-5L value set for the Swedish population,Klas Goran Sahlen,Valuation,2019,doi:10.1186/s12955-022-02083-w,10.1186/s12955-022-02083-w,Estimating a social value set for EQ-5D-5L in Sweden,2022,Health and Quality of Life Outcomes
20190020,QALY MICI (IBD QALY),Gerard De Pouvourville,Descriptive Systems,2019,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,Quality of life of inflammatory bowel diseases patients in france with EQ-5D-5 L: the QALY-MICI study.,2025,PubMed
20190040,__,Hajer Falfel,Valuation,2019,doi:10.1007/s11136-020-02730-z,10.1007/s11136-020-02730-z,Valuing health-related quality of life using a hybrid approach: Tunisian value set for the EQ-5D-3L,2021,Quality of Life Research
20190080R1,Correcting bias in time trade-off within the EuroQol Valuation Technology,Stefan Lipman,Valuation,2019,doi:10.1002/hec.4529,10.1002/hec.4529,Correcting for discounting and loss aversion in composite time trade‐off,2022,Health Economics
20190080R1,Correcting bias in time trade-off within the EuroQol Valuation Technology,Stefan Lipman,Valuation,2019,doi:10.1007/s40271-020-00490-z,10.1007/s40271-020-00490-z,Time for Tele-TTO? Lessons Learned From Digital Interviewer-Assisted Time Trade-Off Data Collection,2020,The Patient
20190150R1,Exploring non-iterative time trade-off methods for valuation of EQ-5D-5L health states,Zhihao Yang,Valuation,2019,doi:10.1007/s10198-023-01647-x,10.1007/s10198-023-01647-x,Exploring non-iterative time trade-off methods for valuation of EQ-5D-5L health states,2023,The European Journal of Health Economics
20190200,Validation of the Chichewa versions of the EQ-5D-Y-3L and the EQ-5D-Y-5L in Malawi,Janine Verstraete,Descriptive Systems,2019,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,Cross-Cultural Adaptation of the Beta EQ-5D-Y-5L Into Chichewa (Malawi),2021,Value in Health Regional Issues
20190200,Validation of the Chichewa versions of the EQ-5D-Y-3L and the EQ-5D-Y-5L in Malawi,Janine Verstraete,Descriptive Systems,2019,doi:10.1186/s41687-023-00560-4,10.1186/s41687-023-00560-4,Psychometric performance of the Chichewa versions of the EQ-5D-Y-3L and EQ-5D-Y-5L among healthy and sick children and adolescents in Malawi,2023,Journal of Patient-Reported Outcomes
20190200,Validation of the Chichewa versions of the EQ-5D-Y-3L and the EQ-5D-Y-5L in Malawi,Janine Verstraete,Descriptive Systems,2019,doi:10.1186/s41687-024-00761-5,10.1186/s41687-024-00761-5,Cross-cultural adaptation and psychometric validation of the Chichewa (Malawi) PedsQL™ 4.0 Generic Core Scales child self-report and PedsQL™ 4.0 GCS teen self-report,2024,Journal of Patient-Reported Outcomes
20190220,Exploring the relationship between EQ-5D-5L and PROMIS-29,Nancy Devlin,"Descriptive Systems, Valuation, Populations and Health Systems",2019,doi:10.1007/s11136-021-02911-4,10.1007/s11136-021-02911-4,Evidence on the relationship between PROMIS-29 and EQ-5D: a literature review.,2022,PubMed
20190220,Exploring the relationship between EQ-5D-5L and PROMIS-29,Nancy Devlin,"Descriptive Systems, Valuation, Populations and Health Systems",2019,doi:10.1007/s11136-023-03462-6,10.1007/s11136-023-03462-6,"Understanding the measurement relationship between EQ-5D-5L, PROMIS-29 and PROPr",2023,Quality of Life Research
20190220,Exploring the relationship between EQ-5D-5L and PROMIS-29,Nancy Devlin,"Descriptive Systems, Valuation, Populations and Health Systems",2019,doi:10.1007/s40273-021-01109-3,10.1007/s40273-021-01109-3,A Comparison of PROPr and EQ-5D-5L Value Sets,2021,Pharmacoeconomics
20190250,Psychometric testing of proxy EQ-5D-5L-Y in caregivers of paediatric patients with idiopathic scoliosis,Carlos Wong,Youth,2019,doi:10.1007/s10198-022-01435-z,10.1007/s10198-022-01435-z,Psychometric performance of proxy-reported EQ-5D youth version 5-level (EQ-5D-Y-5L) in comparison with three-level (EQ-5D-Y-3L) in children and adolescents with scoliosis.,2022,PubMed
20190260,Budget transfer from international Psychometric surveys to TUOS,Tessa Peasgood,"Descriptive Systems, EQ-HWB",2018,doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,Developing a New Generic Health and Wellbeing Measure: Psychometric Survey Results for the EQ-HWB,2022,Value in Health
20190270,Modelling dependence in EQ-VT DCE data: impact on value sets,Eleanor Pullenayegum,Valuation,2019,doi:10.1177/0272989x19841592,10.1177/0272989x19841592,Latent Class Models Reveal Poor Agreement between Discrete-Choice and Time Tradeoff Preferences.,2019,PubMed
20190270,Modelling dependence in EQ-VT DCE data: impact on value sets,Eleanor Pullenayegum,Valuation,2019,doi:10.1177/0272989x20924019,10.1177/0272989x20924019,Using Both Time Tradeoff and Discrete Choice Experiments in Valuing the EQ-5D: Impact of Model Misspecification on Value Sets.,2020,PubMed
20190310,Extending the QALY Valuation Study in England,Clara Mukuria,Valuation,2020,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,Valuing the EQ Health and Wellbeing Short Using Time Trade-Off and a Discrete Choice Experiment: A Feasibility Study,2023,Value in Health
20190310,Extending the QALY Valuation Study in England,Clara Mukuria,Valuation,2020,doi:10.1017/s0266462324001363,10.1017/s0266462324001363,OP79 Innovations In Measuring And Valuing Outcomes: Generating Preferences For The EQ Health And Wellbeing Short,2024,International Journal of Technology Assessment in Health Care
20190360,Comparison of EQ-5D-3L and 5L value sets/scoring for US users,Simon Pickard,Valuation,2019,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,EQ-5D-5L measurement properties are superior to EQ-5D-3L across the continuum of health using US value sets,2022,Health and Quality of Life Outcomes
20190410,US population norms for the EQ-5D-5L,Simon Pickard,Valuation,2019,doi:10.1007/s11136-020-02650-y,10.1007/s11136-020-02650-y,US population norms for the EQ-5D-5L and comparison of norms from face-to-face and online samples,2020,Quality of Life Research
20190430,Efficient designs for valuation studies that use DCEs with mapping to TTO health states,Eleanor Pullenayegum,Valuation,2020,doi:10.1177/0272989x231159381,10.1177/0272989x231159381,Efficient Designs for Valuation Studies That Use Time Tradeoff (TTO) Tasks to Map Latent Utilities from Discrete Choice Experiments to the Interval Scale: Selection of Health States for TTO Tasks.,2023,PubMed
20190460,Valuation of the EQ-5D-5L in Italy,Aureliano Paolo Finch,Valuation,2020,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,EQ-5D-5L Population Norms for Italy,2022,Applied Health Economics and Health Policy
20190460,Valuation of the EQ-5D-5L in Italy,Aureliano Paolo Finch,Valuation,2020,doi:10.1016/j.socscimed.2021.114519,10.1016/j.socscimed.2021.114519,An EQ-5D-5L value set for Italy using videoconferencing interviews and feasibility of a new mode of administration,2021,Social Science & Medicine
20190550,Public perspectives on patient preferences: an extension to project 2016560,Milad Karimi,Valuation,2019,doi:10.1007/s11136-022-03304-x,10.1007/s11136-022-03304-x,Hypothetical versus experienced health state valuation: a qualitative study of adult general public views and preferences,2023,Quality of Life Research
20190670,"Cross-cultural Validity and Reliability Testing of the Toddler and Infant (TANDI) Health Related Quality of Life Measure, an experimental version of the EQ-5D-Y Proxy",Janine Verstraete,"Descriptive Systems, Youth",2019,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,Cross-Cultural Adaptation and Validation of the EuroQoL Toddler and Infant Populations Instrument Into Afrikaans for South Africa,2023,Value in Health Regional Issues
20190780,Valuation of the EQ-5D-5L in the Kingdom of Saudi Arabia (KSA),Bram Roudijk,Valuation,2019,doi:10.1016/j.jval.2024.01.017,10.1016/j.jval.2024.01.017,Valuation of EQ-5D-5L in the Kingdom of Saudi Arabia: A National Representative Study,2024,Value in Health
20190850,Validation of the EQ-5D plus respiratory bolt-on in the birmingham copd cohort study,Martine Hoogendoorn,Descriptive Systems,2019,doi:10.1016/j.jval.2021.05.006,10.1016/j.jval.2021.05.006,Performance of the EQ-5D-5L Plus Respiratory Bolt-On in the Birmingham Chronic Obstructive Pulmonary Disease Cohort Study,2021,Value in Health
20190860,Think of the children: rationale for and implications of the perspective in EQ-5D-Y-3L health state valuation,Stefan Lipman,Youth,2020,doi:10.1016/j.jval.2021.01.011,10.1016/j.jval.2021.01.011,Think of the Children: A Discussion of the Rationale for and Implications of the Perspective Used for EQ-5D-Y Health State Valuation,2021,Value in Health
20190890,"Individual vs. proxy, child vs. adult – A systematic study of different perspectives applied in TTO valuation for EQ-5D-Y",Stefan Lipman,Youth,2020,doi:10.1007/s10198-021-01377-y,10.1007/s10198-021-01377-y,"Self vs. other, child vs. adult. An experimental comparison of valuation perspectives for valuation of EQ-5D-Y-3L health states",2021,The European Journal of Health Economics
20190920,Understanding adult preferences in the valuation of child and adolescent health states measured with the EQ-5D-Y: A qualitative approach.,Vivian Reckers-Droog,Youth,2020,doi:10.1016/j.jval.2021.12.014,10.1016/j.jval.2021.12.014,Why Do Adults Value EQ-5D-Y-3L Health States Differently for Themselves Than for Children and Adolescents: A Think-Aloud Study,2022,Value in Health
20190980,Exploring experiences among adults and adolescents of health state valuation for the EQ-5D-Y-3L - a qualitative study,Mimmi Åström,Youth,2020,doi:10.1007/s11136-022-03107-0,10.1007/s11136-022-03107-0,‘Like holding the axe on who should live or not’: adolescents’ and adults’ perceptions of valuing children’s health states using a standardised valuation protocol for the EQ-5D-Y-3L,2022,Quality of Life Research
20191020,Estimating an EQ-5D-Y value set for China,Zhihao Yang,"Valuation, Youth",2020,doi:10.1007/s40273-022-01216-9,10.1007/s40273-022-01216-9,Estimating an EQ-5D-Y-3L Value Set for China,2022,Pharmacoeconomics
20191020,Estimating an EQ-5D-Y value set for China,Zhihao Yang,"Valuation, Youth",2020,doi:10.1016/j.jval.2023.03.003,10.1016/j.jval.2023.03.003,Using Time Trade-Off Values to Estimate EQ-5D-Y Value Sets: An Exploratory Study,2023,Value in Health
20191070,A comparison of methods to evaluate DCE response quality,Marcel Jonker,Valuation,2020,doi:10.1016/j.jval.2022.01.015,10.1016/j.jval.2022.01.015,The Sensitivity and Specificity of Repeated and Dominant Choice Tasks in Discrete Choice Experiments,2022,Value in Health
202-RA,Using EQ-5D-Y to capture children’s HRQoL in economic evaluation: conceptual and empirical challenges for cost effectiveness modelling and implications for modellers and decision makers.,Nancy Devlin,"Valuation, Youth",2020,doi:10.1007/s40273-023-01300-8,10.1007/s40273-023-01300-8,"Using Age-Specific Values for Pediatric HRQoL in Cost-Effectiveness Analysis: Is There a Problem to Be Solved? If So, How?",2023,Pharmacoeconomics
20200030,travel scholarship Lucky Ngwira,Lucky Ngwira,Others,2020,doi:10.1016/j.vhri.2020.11.009,10.1016/j.vhri.2020.11.009,A Systematic Literature Review of Preference-Based Health-Related Quality-of-Life Measures Applied and Validated for Use in Childhood and Adolescent Populations in Sub-Saharan Africa,2021,Value in Health Regional Issues
205-RA,The role of attention allocation in health state valuation with time trade-off: an exploration of the decision processes underlying correction for prospect theory.,Stefan A. Lipman,Valuation,2021,doi:10.1016/j.jhealeco.2025.103026,10.1016/j.jhealeco.2025.103026,Attentional processes underlying health state valuation with time trade-off and standard gamble tasks,2025,Journal of Health Economics
207-RA,"Fast-Track Proposal: Scale, Rate, and Premium (SCRAP) in Health Valuation",Maksat Jumamyradov,Valuation,2020,doi:10.1186/s12955-024-02271-w,10.1186/s12955-024-02271-w,Scale and rate heterogeneity in the EQ-5D-5L valuation,2024,Health and Quality of Life Outcomes
