finding_id,ordinal,publication_id,doi,publication_year,outcome,reported_value,unit,denominator,time,subgroup,comparator,direction,uncertainty
P028e859a3a23:F6,4,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,Tobit disutility coefficients for each EQ-5D-5L dimension level,-0.158,disutility coefficient,,,MO5: unable to walk about,Level 1 no problems,,SE 0.021; p<0.001
P028e859a3a23:F7,1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,Predicted utility values for all 3125 EQ-5D-5L health states in the Slovenian value set,-1.090 to 1,utility value,3125 EQ-5D-5L health states,,Slovenian EQ-5D-5L value set,EQ-5D-3L and crosswalk value sets -0.495 to 1,Wider range,
P028e859a3a23:F8,1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,Proportion of health states valued as worse than dead,32.1%,percent,3125 EQ-5D-5L health states,,EQ-5D-5L worse than dead,EQ-5D-3L 33.7%,Slightly lower,
P028e859a3a23:F9,1,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,2023,Predicted utility values for all 3125 EQ-5D-5L health states in the Slovenian value set,-1.090,utility value,,,"Slovenia, state 55555","Hungary -0.848, Poland -0.590, Romania -0.323",Lowest of the four,
P0366b5734a4e:F1,1,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.049,MAE,By-state cross-validation,,Vision bolt-on; scaling factor model,Standalone additive model MAE 0.183,Lower error,
P0366b5734a4e:F1,2,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.183,MAE,By-state cross-validation,,Vision bolt-on; standalone model,Scaling factor additive model MAE 0.049,Higher error,
P0366b5734a4e:F1,3,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.051,MAE,By-state cross-validation,,Cognition bolt-on; scaling factor model,Standalone additive model MAE 0.152,Lower error,
P0366b5734a4e:F1,4,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.152,MAE,By-state cross-validation,,Cognition bolt-on; standalone model,Scaling factor additive model MAE 0.051,Higher error,
P0366b5734a4e:F2,1,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.064,MAE,By-state cross-validation,,Vision bolt-on; scaling factor model,Standalone CALE model MAE 0.085,Lower error,
P0366b5734a4e:F2,2,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.085,MAE,By-state cross-validation,,Vision bolt-on; standalone model,Scaling factor CALE model MAE 0.064,Higher error,
P0366b5734a4e:F2,3,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.047,MAE,By-state cross-validation,,Cognition bolt-on; scaling factor model,Standalone CALE model MAE 0.063,Lower error,
P0366b5734a4e:F2,4,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.063,MAE,By-state cross-validation,,Cognition bolt-on; standalone model,Scaling factor CALE model MAE 0.047,Higher error,
P0366b5734a4e:F3,1,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,"Model coefficients, monotonicity, and scaling behavior",0.823,scaling parameter lambda,,,Vision bolt-on; additive scaling factor model,,Core-dimension coefficients reduced,
P0366b5734a4e:F3,2,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,"Model coefficients, monotonicity, and scaling behavior",0.834,scaling parameter lambda,,,Cognition bolt-on; additive scaling factor model,,Core-dimension coefficients reduced,
P0366b5734a4e:F3,3,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,"Model coefficients, monotonicity, and scaling behavior",0.830,scaling parameter lambda,,,Vision bolt-on; CALE scaling factor model,,Core-dimension coefficients reduced,
P0366b5734a4e:F3,4,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,"Model coefficients, monotonicity, and scaling behavior",0.838,scaling parameter lambda,,,Cognition bolt-on; CALE scaling factor model,,Core-dimension coefficients reduced,
P0366b5734a4e:F5,1,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,"Model coefficients, monotonicity, and scaling behavior",0.534,absolute disutility,,,Vision bolt-on; CALE scaling factor model,Cognition 0.420,Larger,
P0366b5734a4e:F5,2,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,"Model coefficients, monotonicity, and scaling behavior",0.420,absolute disutility,,,Cognition bolt-on; CALE scaling factor model,Vision 0.534,Smaller,
P0366b5734a4e:F7,1,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.049,MAE,By-state cross-validation,,Vision bolt-on; additive scaling factor model,CALE scaling factor model MAE 0.064,Lower error,
P0366b5734a4e:F7,2,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,Cross-validated predictive accuracy of scaling factor and standalone models,0.047,MAE,By-state cross-validation,,Cognition bolt-on; CALE scaling factor model,Additive scaling factor model MAE 0.051,Lower error,
P03dcc963dc1a:F1,1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,1526 (38.5%),respondents,3963,,Total sample,,,
P03dcc963dc1a:F1,2,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,43.2% vs 34.4%,%,1853 men; 2110 women,,Men vs women,Women,Higher in men,"p < 0.0001, Fisher's exact test"
P03dcc963dc1a:F2,1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,61.5%,%,3963,,At least one slight limitation,,,
P03dcc963dc1a:F2,2,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,31.1%,%,3963,,At least one moderate limitation,,,
P03dcc963dc1a:F2,3,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,12.4%,%,3963,,At least one severe limitation,,,
P03dcc963dc1a:F2,4,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,1.6%,%,3963,,At least one extreme limitation,,,
P03dcc963dc1a:F3,1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,52.2%,%,3963,,Pain/discomfort,,,
P03dcc963dc1a:F3,2,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,41.5%,%,3963,,Anxiety/depression,,,
P03dcc963dc1a:F3,3,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,25.8%,%,3963,,Mobility,,,
P03dcc963dc1a:F3,4,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,17.4%,%,3963,,Usual activities,,,
P03dcc963dc1a:F3,5,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,9.1%,%,3963,,Self-care,,,
P03dcc963dc1a:F4,1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,"EQ-5D-5L index value based on the interim Polish crosswalk value set, by age group and gender",0.888,index value,3963,,Total sample,,,SE 0.002
P03dcc963dc1a:F4,2,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,"EQ-5D-5L index value based on the interim Polish crosswalk value set, by age group and gender",0.963,index value,456,,Age 18-24,,,SE 0.003
P03dcc963dc1a:F4,3,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,"EQ-5D-5L index value based on the interim Polish crosswalk value set, by age group and gender",0.723,index value,302,,Age 75+,,,SE 0.011
P03dcc963dc1a:F4,4,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,"EQ-5D-5L index value based on the interim Polish crosswalk value set, by age group and gender",0.900,index value,1853,,Men,Women,Higher in men,SE 0.003
P03dcc963dc1a:F4,5,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,"EQ-5D-5L index value based on the interim Polish crosswalk value set, by age group and gender",0.877,index value,2110,,Women,Men,Lower in women,SE 0.003
P03dcc963dc1a:F5,1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,38.1% relatively more often,relative difference,,,"Pain/discomfort, no problems",Poland,Higher in Germany,
P03dcc963dc1a:F5,2,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,32.3% relatively more often,relative difference,,,"Anxiety/depression, no problems",Poland,Higher in Germany,
P03dcc963dc1a:F5,3,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,Distribution of EQ-5D-5L dimension responses by age group and gender,23.4% more often,relative difference,,,Perfect health,Poland,Higher in Germany,
P03dcc963dc1a:F6,1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,,53.2% women; mean age 48.3 years (SD 17.9),,3963,,Analysis sample,Polish adult population 52.3% women,,
P03dcc963dc1a:F6,2,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,,±1.55%,percentage points,,,Maximum estimation error,,,
P04394749b281:F1,1,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,,23,criteria,,,,,,
P04394749b281:F2,1,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,,5,criteria,development criteria,,Dimension structure,,,
P04394749b281:F2,2,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,,6,criteria,development criteria,,Dimension language and framing,,,
P04394749b281:F3,1,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,,4,criteria,assessment and selection criteria,,Face and content validity,,,
P04394749b281:F3,2,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,,8 numbered criteria (16-23),criteria,assessment and selection criteria,,Classical psychometric assessment,,,"The surrounding narrative calls these seven criteria, but Table 4 enumerates eight."
P046968c0295e:F1,1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,15,participants,15,During concept elicitation,Atopic dermatitis,,reported itch,
P046968c0295e:F1,2,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,14,participants,15,During concept elicitation,Chronic urticaria,,reported itch,
P046968c0295e:F2,1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,30,participants,30,During cognitive debriefing,Full sample,EQ-5D-5L alone,said the two-bolt-on version better reflected condition impact,
P046968c0295e:F3,1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,15,participants,15,During cognitive debriefing,Atopic dermatitis,,preferred adding skin irritation,
P046968c0295e:F3,2,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,15,participants,15,During cognitive debriefing,Chronic urticaria,,preferred adding skin irritation,
P046968c0295e:F3,3,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,9,participants,12 asked to rank,Bolt-on ranking task,Atopic dermatitis,Four bolt-ons,ranked skin irritation most relevant or important,The table footnote states that only 12 participants were asked to rank bolt-ons as most relevant or important.
P046968c0295e:F3,4,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,11,participants,14 asked to rank,Bolt-on ranking task,Chronic urticaria,Four bolt-ons,ranked skin irritation most relevant or important,The table footnote states that only 14 participants were asked to rank bolt-ons as most relevant or important.
P046968c0295e:F4,1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,15,participants,15,During concept elicitation,Atopic dermatitis,Chronic urticaria,spontaneously reported an effect on self-confidence,
P046968c0295e:F4,2,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,47%,participants,15,During concept elicitation,Chronic urticaria,Atopic dermatitis,spontaneously reported an effect on self-confidence,
P046968c0295e:F5,1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,10,participants,15,During bolt-on evaluation,Atopic dermatitis,,reported sleep relevant and important,
P046968c0295e:F5,2,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,11,participants,15,During bolt-on evaluation,Chronic urticaria,,reported sleep relevant and important,
P046968c0295e:F6,1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,7,participants,9 asked to rank least important,Bolt-on ranking task,Atopic dermatitis,Four bolt-ons,ranked social relationships least relevant or important,
P046968c0295e:F6,2,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,7,participants,13 asked to rank least important,Bolt-on ranking task,Chronic urticaria,Four bolt-ons,ranked social relationships least relevant or important,
P046968c0295e:F8,1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,,14,participants,30,Recall-period probing,Full sample,Current-day recall,would give different answers for past-week recall,
P04a390149f4a:F1,1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,0,missing responses,83 participants,baseline,,EQ-5D-Y-3L and EQ-5D-Y-5L,no missing responses,
P04a390149f4a:F2,1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,6,%,83 participants,baseline,,EQ-5D-Y-3L 11111,,
P04a390149f4a:F2,2,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,5,%,83 participants,baseline,,EQ-5D-Y-5L 11111,lower,
P04a390149f4a:F2,3,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,20,% relative reduction,83 participants,baseline,,EQ-5D-Y-5L versus EQ-5D-Y-3L,lower ceiling,p=1.00
P04a390149f4a:F2,4,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,2% versus 1%,participants in most severe health state,83 participants,baseline,,EQ-5D-Y-3L versus EQ-5D-Y-5L,lower on EQ-5D-Y-5L,p=1.00
P04a390149f4a:F3,1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,8–25,% inconsistent dimension-response pairs,83 participants,baseline,,across five dimensions,,
P04a390149f4a:F3,2,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,25,% inconsistent dimension-response pairs,83 participants,baseline,,doing Usual Activities,highest,
P04a390149f4a:F4,1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,0.267,mean H-prime index difference,,baseline,,EQ-5D-Y-5L minus EQ-5D-Y-3L,higher absolute informativity,
P04a390149f4a:F4,2,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,-0.008,mean J-prime index difference,,baseline,,EQ-5D-Y-5L minus EQ-5D-Y-3L,similar evenness,
P04a390149f4a:F6,1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,0–182,% change in level reporting,,baseline to 48 hours,,EQ-5D-Y-5L,greater range,
P04a390149f4a:F6,2,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,0–100,% change in level reporting,,baseline to 48 hours,,EQ-5D-Y-3L,,
P04a390149f4a:F7,1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,0.94,Cohen d,,baseline to 24 hours,improved self-rated health,EQ-5D-Y-5L level sum score,improvement,95% CI 0.42 to 1.43
P04a390149f4a:F7,2,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,0.67,Cohen d,,baseline to 24 hours,improved self-rated health,EQ-5D-Y-3L level sum score,improvement,95% CI 0.20 to 1.13
P04a390149f4a:F8,1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,66.3,EQ VAS points,83 participants,baseline,,,,SD 26.3
P04a390149f4a:F8,2,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,,81,EQ VAS points,71 participants,48 hours,,baseline,higher,SD 25; p<0.001 for baseline to 48 hours
P04adc98177a2:F1,1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,1321,respondents,,2019 and 2022 collections,,,,
P04adc98177a2:F1,2,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,1237,respondents,1321 enrolled respondents,2019 and 2022 collections,Met inclusion criteria,,,
P04adc98177a2:F2,1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,0.0764,RMSE,,,Selected hybrid model,,lower predictive error,
P04adc98177a2:F2,2,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,0.0578,MAE,,,Selected hybrid model,,lower predictive error,
P04adc98177a2:F2,3,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,0.9825,Lin concordance correlation coefficient,,,Selected hybrid model,,higher agreement,
P04adc98177a2:F3,1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,-0.453 to 1,index value,3125 EQ-5D-5L health states,,,,,Bootstrapped standard errors and 95% confidence intervals were produced for all predicted values.
P04adc98177a2:F5,1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,333 (10.7%),health states,3125 EQ-5D-5L health states,,Norwegian value set,,,
P04adc98177a2:F5,2,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,834 (26.7%),health states,3125 EQ-5D-5L health states,,UK crosswalk,Norwegian value set,higher,
P04adc98177a2:F5,3,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,684 (21.9%),health states,3125 EQ-5D-5L health states,,Danish value set,Norwegian value set,higher,
P04adc98177a2:F5,4,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,147 (4.7%),health states,3125 EQ-5D-5L health states,,Swedish value set,Norwegian value set,lower,
P04adc98177a2:F5,5,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,624 (20.0%),health states,3125 EQ-5D-5L health states,,United States value set,Norwegian value set,higher,
P04adc98177a2:F8,1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,,28,respondents flagged,1321 respondents,,Less than five minutes for ten cTTO tasks,,,
